time,value
0:00:00,2154
0:10:00,2201
0:20:00,2187
0:30:00,2252
0:40:00,2221
0:50:00,2280
1:00:00,2223
1:10:00,2205
1:20:00,2247
1:30:00,2124
1:40:00,2128
1:50:00,2236
2:00:00,2232
2:10:00,2206
2:20:00,2248
2:30:00,2276
2:40:00,2245
2:50:00,2237
3:00:00,2112
3:10:00,2017
3:20:00,2057
3:30:00,2062
3:40:00,2075
3:50:00,2062
4:00:00,2051
4:10:00,2049
4:20:00,2173
4:30:00,2253
4:40:00,2179
4:50:00,2064
5:00:00,2025
5:10:00,2080
5:20:00,2058
5:30:00,2046
5:40:00,2015
5:50:00,1986
6:00:00,1988
6:10:00,1974
6:20:00,1999
6:30:00,2003
6:40:00,1987
6:50:00,2012
7:00:00,1982
7:10:00,2040
7:20:00,2057
7:30:00,2035
7:40:00,2081
7:50:00,2063
8:00:00,2062
8:10:00,2013
8:20:00,2032
8:30:00,2070
8:40:00,2008
8:50:00,2029
9:00:00,2043
9:10:00,2023
9:20:00,1999
9:30:00,1956
9:40:00,2180
9:50:00,3000
10:00:00,3051
10:10:00,3046
10:20:00,3047
10:30:00,3027
10:40:00,3040
10:50:00,3024
11:00:00,3119
11:10:00,3267
11:20:00,3310
11:30:00,3327
11:40:00,3206
11:50:00,3019
12:00:00,3065
12:10:00,3055
12:20:00,3005
12:30:00,3103
12:40:00,3099
12:50:00,3021
13:00:00,3105
13:10:00,3131
13:20:00,3096
13:30:00,3107
13:40:00,3119
13:50:00,3111
14:00:00,3102
14:10:00,3160
14:20:00,3156
14:30:00,3110
14:40:00,3130
14:50:00,3173
15:00:00,3166
15:10:00,3186
15:20:00,3200
15:30:00,3144
15:40:00,3177
15:50:00,3131
16:00:00,3257
16:10:00,3266
16:20:00,3244
16:30:00,3203
16:40:00,3250
16:50:00,3150
17:00:00,3208
17:10:00,3162
17:20:00,3139
17:30:00,3134
17:40:00,3174
17:50:00,3115
18:00:00,3152
18:10:00,3255
18:20:00,3115
18:30:00,3218
18:40:00,3173
18:50:00,3113
19:00:00,3228
19:10:00,3228
19:20:00,3133
19:30:00,3130
19:40:00,3276
19:50:00,3349
20:00:00,3356
20:10:00,3203
20:20:00,3274
20:30:00,3177
20:40:00,3190
20:50:00,3144
21:00:00,3176
21:10:00,3157
21:20:00,3147
21:30:00,3168
21:40:00,3197
21:50:00,3179
22:00:00,3144
22:10:00,3145
22:20:00,3159
22:30:00,3163
22:40:00,3175
22:50:00,3153
23:00:00,3201
23:10:00,3196
23:20:00,3169
23:30:00,3127
23:40:00,3119
23:50:00,3158
