record_time,uplink_length,downlink_length
2019-06-07 00:00:00,144,144
2019-06-07 00:05:00,137,137
2019-06-07 00:10:00,140,140
2019-06-07 00:15:00,147,147
2019-06-07 00:20:00,134,134
2019-06-07 00:25:00,142,142
2019-06-07 00:30:00,134,134
2019-06-07 00:35:00,131,131
2019-06-07 00:40:00,129,129
2019-06-07 00:45:00,138,138
2019-06-07 00:50:00,137,137
2019-06-07 00:55:00,134,134
2019-06-07 01:00:00,135,135
2019-06-07 01:05:00,134,134
2019-06-07 01:10:00,130,130
2019-06-07 01:15:00,136,136
2019-06-07 01:20:00,135,135
2019-06-07 01:25:00,136,136
2019-06-07 01:30:00,131,131
2019-06-07 01:35:00,133,133
2019-06-07 01:40:00,127,127
2019-06-07 01:45:00,132,132
2019-06-07 01:50:00,128,128
2019-06-07 01:55:00,129,129
2019-06-07 02:00:00,135,135
2019-06-07 02:05:00,129,129
2019-06-07 02:10:00,125,125
2019-06-07 02:15:00,130,130
2019-06-07 02:20:00,129,129
2019-06-07 02:25:00,127,127
2019-06-07 02:30:00,127,127
2019-06-07 02:35:00,128,128
2019-06-07 02:40:00,131,131
2019-06-07 02:45:00,127,127
2019-06-07 02:50:00,126,126
2019-06-07 02:55:00,130,130
2019-06-07 03:00:00,125,125
2019-06-07 03:05:00,130,130
2019-06-07 03:10:00,127,127
2019-06-07 03:15:00,130,130
2019-06-07 03:20:00,128,128
2019-06-07 03:25:00,128,128
2019-06-07 03:30:00,127,127
2019-06-07 03:35:00,127,127
2019-06-07 03:40:00,128,128
2019-06-07 03:45:00,129,129
2019-06-07 03:50:00,133,133
2019-06-07 03:55:00,130,130
2019-06-07 04:00:00,130,130
2019-06-07 04:05:00,130,130
2019-06-07 04:10:00,129,129
2019-06-07 04:15:00,127,127
2019-06-07 04:20:00,124,124
2019-06-07 04:25:00,127,127
2019-06-07 04:30:00,125,125
2019-06-07 04:35:00,130,130
2019-06-07 04:40:00,125,125
2019-06-07 04:45:00,128,128
2019-06-07 04:50:00,125,125
2019-06-07 04:55:00,130,130
2019-06-07 05:00:00,133,133
2019-06-07 05:05:00,128,128
2019-06-07 05:10:00,127,127
2019-06-07 05:15:00,127,127
2019-06-07 05:20:00,124,124
2019-06-07 05:25:00,130,130
2019-06-07 05:30:00,123,123
2019-06-07 05:35:00,128,128
2019-06-07 05:40:00,125,125
2019-06-07 05:45:00,132,132
2019-06-07 05:50:00,124,124
2019-06-07 05:55:00,128,128
2019-06-07 06:00:00,138,138
2019-06-07 06:05:00,134,134
2019-06-07 06:10:00,128,128
2019-06-07 06:15:00,129,129
2019-06-07 06:20:00,130,130
2019-06-07 06:25:00,130,130
2019-06-07 06:30:00,133,133
2019-06-07 06:35:00,129,129
2019-06-07 06:40:00,124,124
2019-06-07 06:45:00,132,132
2019-06-07 06:50:00,128,128
2019-06-07 06:55:00,131,131
2019-06-07 07:00:00,131,131
2019-06-07 07:05:00,127,127
2019-06-07 07:10:00,128,128
2019-06-07 07:15:00,131,131
2019-06-07 07:20:00,128,128
2019-06-07 07:25:00,130,130
2019-06-07 07:30:00,129,129
2019-06-07 07:35:00,126,126
2019-06-07 07:40:00,128,128
2019-06-07 07:45:00,136,136
2019-06-07 07:50:00,139,139
2019-06-07 07:55:00,129,129
2019-06-07 08:00:00,137,137
2019-06-07 08:05:00,137,137
2019-06-07 08:10:00,135,135
2019-06-07 08:15:00,137,137
2019-06-07 08:20:00,136,136
2019-06-07 08:25:00,134,134
2019-06-07 08:30:00,130,130
2019-06-07 08:35:00,134,134
2019-06-07 08:40:00,133,133
2019-06-07 08:45:00,136,136
2019-06-07 08:50:00,135,135
2019-06-07 08:55:00,132,132
2019-06-07 09:00:00,133,133
2019-06-07 09:05:00,129,129
2019-06-07 09:10:00,129,129
2019-06-07 09:15:00,133,133
2019-06-07 09:20:00,129,129
2019-06-07 09:25:00,134,134
2019-06-07 09:30:00,134,134
2019-06-07 09:35:00,140,140
2019-06-07 09:40:00,129,129
2019-06-07 09:45:00,132,132
2019-06-07 09:50:00,134,134
2019-06-07 09:55:00,131,131
2019-06-07 10:00:00,134,134
2019-06-07 10:05:00,135,135
2019-06-07 10:10:00,134,134
2019-06-07 10:15:00,137,137
2019-06-07 10:20:00,128,128
2019-06-07 10:25:00,131,131
2019-06-07 10:30:00,130,130
2019-06-07 10:35:00,135,135
2019-06-07 10:40:00,129,129
2019-06-07 10:45:00,127,127
2019-06-07 10:50:00,139,139
2019-06-07 10:55:00,134,134
2019-06-07 11:00:00,134,134
2019-06-07 11:05:00,137,137
2019-06-07 11:10:00,139,139
2019-06-07 11:15:00,133,133
2019-06-07 11:20:00,133,133
2019-06-07 11:25:00,130,130
2019-06-07 11:30:00,136,136
2019-06-07 11:35:00,133,133
2019-06-07 11:40:00,130,130
2019-06-07 11:45:00,135,135
2019-06-07 11:50:00,128,128
2019-06-07 11:55:00,129,129
2019-06-07 12:00:00,131,131
2019-06-07 12:05:00,124,124
2019-06-07 12:10:00,129,129
2019-06-07 12:15:00,127,127
2019-06-07 12:20:00,129,129
2019-06-07 12:25:00,127,127
2019-06-07 12:30:00,131,131
2019-06-07 12:35:00,130,130
2019-06-07 12:40:00,124,124
2019-06-07 12:45:00,132,132
2019-06-07 12:50:00,130,130
2019-06-07 12:55:00,129,129
2019-06-07 13:00:00,127,127
2019-06-07 13:05:00,127,127
2019-06-07 13:10:00,128,128
2019-06-07 13:15:00,133,133
2019-06-07 13:20:00,178,178
2019-06-07 13:25:00,137,137
2019-06-07 13:30:00,127,127
2019-06-07 13:35:00,133,133
2019-06-07 13:40:00,134,134
2019-06-07 13:45:00,134,134
2019-06-07 13:50:00,133,133
2019-06-07 13:55:00,137,137
2019-06-07 14:00:00,130,130
2019-06-07 14:05:00,133,133
2019-06-07 14:10:00,139,139
2019-06-07 14:15:00,133,133
2019-06-07 14:20:00,139,139
2019-06-07 14:25:00,131,131
2019-06-07 14:30:00,131,131
2019-06-07 14:35:00,137,137
2019-06-07 14:40:00,130,130
2019-06-07 14:45:00,132,132
