time,value
0:00:00,591
0:10:00,592
0:20:00,592
0:30:00,592
0:40:00,592
0:50:00,589
1:00:00,579
1:10:00,584
1:20:00,592
1:30:00,591
1:40:00,592
1:50:00,592
2:00:00,592
2:10:00,592
2:20:00,591
2:30:00,592
2:40:00,592
2:50:00,592
3:00:00,591
3:10:00,592
3:20:00,592
3:30:00,592
3:40:00,592
3:50:00,591
4:00:00,592
4:10:00,592
4:20:00,592
4:30:00,592
4:40:00,591
4:50:00,592
5:00:00,592
5:10:00,592
5:20:00,591
5:30:00,592
5:40:00,592
5:50:00,592
6:00:00,592
6:10:00,591
6:20:00,592
6:30:00,592
6:40:00,592
6:50:00,591
7:00:00,592
7:10:00,592
7:20:00,592
7:30:00,589
7:40:00,590
7:50:00,591
8:00:00,592
8:10:00,592
8:20:00,588
8:30:00,589
8:40:00,587
8:50:00,587
9:00:00,588
9:10:00,567
9:20:00,583
9:30:00,583
9:40:00,581
9:50:00,295
10:00:00,523
10:10:00,586
10:20:00,590
10:30:00,584
10:40:00,589
10:50:00,575
11:00:00,591
11:10:00,589
11:20:00,592
11:30:00,590
11:40:00,592
11:50:00,591
12:00:00,592
12:10:00,592
12:20:00,594
12:30:00,594
12:40:00,591
12:50:00,592
13:00:00,587
13:10:00,524
13:20:00,518
13:30:00,555
13:40:00,575
13:50:00,589
14:00:00,590
14:10:00,589
14:20:00,593
14:30:00,586
14:40:00,589
14:50:00,602
15:00:00,591
15:10:00,590
15:20:00,580
15:30:00,592
15:40:00,590
15:50:00,579
16:00:00,587
16:10:00,593
16:20:00,578
16:30:00,582
16:40:00,580
16:50:00,575
17:00:00,582
17:10:00,582
17:20:00,589
17:30:00,610
17:40:00,591
17:50:00,600
18:00:00,586
18:10:00,577
18:20:00,533
18:30:00,593
18:40:00,601
18:50:00,595
19:00:00,590
19:10:00,596
19:20:00,611
19:30:00,591
19:40:00,592
19:50:00,601
20:00:00,592
20:10:00,591
20:20:00,592
20:30:00,595
20:40:00,592
20:50:00,595
21:00:00,592
21:10:00,592
21:20:00,595
21:30:00,595
21:40:00,592
21:50:00,592
22:00:00,595
22:10:00,591
22:20:00,595
22:30:00,592
22:40:00,586
22:50:00,508
23:00:00,92
23:50:00,536
