time,value
0:00:00,8079
0:10:00,8063
0:20:00,7874
0:30:00,7839
0:40:00,7819
0:50:00,7805
1:00:00,7808
1:10:00,7921
1:20:00,8045
1:30:00,8207
1:40:00,8004
1:50:00,7931
2:00:00,8035
2:10:00,7826
2:20:00,7677
2:30:00,7884
2:40:00,7852
2:50:00,7887
3:00:00,1226
3:10:00,697
3:20:00,699
3:30:00,706
3:40:00,699
3:50:00,700
4:00:00,694
4:10:00,710
4:20:00,721
4:30:00,709
4:40:00,704
4:50:00,695
5:00:00,708
5:10:00,699
5:20:00,702
5:30:00,708
5:40:00,698
5:50:00,684
6:00:00,710
6:10:00,710
6:20:00,694
6:30:00,714
6:40:00,707
6:50:00,688
7:00:00,705
7:10:00,716
7:20:00,715
7:30:00,718
7:40:00,716
7:50:00,690
8:00:00,698
8:10:00,730
8:20:00,782
8:30:00,769
8:40:00,765
8:50:00,753
9:00:00,769
9:10:00,732
9:20:00,722
9:30:00,1134
9:40:00,3986
9:50:00,2026
10:00:00,3102
10:10:00,3551
10:20:00,3448
10:30:00,3464
10:40:00,3344
10:50:00,3381
11:00:00,3369
11:10:00,3418
11:20:00,3401
11:30:00,3456
11:40:00,3405
11:50:00,3401
12:00:00,3461
12:10:00,3311
12:20:00,3121
12:30:00,3120
12:40:00,2762
12:50:00,2729
13:00:00,2799
13:10:00,1765
13:20:00,1663
13:30:00,2158
13:40:00,2206
13:50:00,2282
14:00:00,2378
14:10:00,2141
14:20:00,1971
14:30:00,2066
14:40:00,1927
14:50:00,1676
15:00:00,1634
15:10:00,1660
15:20:00,1587
15:30:00,1685
15:40:00,1813
15:50:00,1875
16:00:00,1831
16:10:00,1514
16:20:00,1489
16:30:00,1246
16:40:00,1102
16:50:00,1111
17:00:00,1142
17:10:00,1137
17:20:00,756
17:30:00,761
17:40:00,762
17:50:00,771
18:00:00,762
18:10:00,761
18:20:00,700
18:30:00,777
18:40:00,779
18:50:00,783
19:00:00,773
19:10:00,769
19:20:00,780
19:30:00,527
19:40:00,388
19:50:00,391
20:00:00,387
20:10:00,388
20:20:00,394
20:30:00,390
20:40:00,387
20:50:00,394
21:00:00,388
21:10:00,398
21:20:00,389
21:30:00,390
21:40:00,385
21:50:00,391
22:00:00,392
22:10:00,393
22:20:00,389
22:30:00,393
22:40:00,391
22:50:00,331
23:00:00,59
23:50:00,319
