time,value
0:00:00,6609
0:10:00,6552
0:20:00,6637
0:30:00,6461
0:40:00,6409
0:50:00,6307
1:00:00,6502
1:10:00,6566
1:20:00,6425
1:30:00,6424
1:40:00,6460
1:50:00,6493
2:00:00,6593
2:10:00,6580
2:20:00,6587
2:30:00,6563
2:40:00,6303
2:50:00,6567
3:00:00,6573
3:10:00,6496
3:20:00,6493
3:30:00,6528
3:40:00,6478
3:50:00,6474
4:00:00,6463
4:10:00,6446
4:20:00,6482
4:30:00,6548
4:40:00,6443
4:50:00,6373
5:00:00,6426
5:10:00,6473
5:20:00,6478
5:30:00,6422
5:40:00,6443
5:50:00,6349
6:00:00,6390
6:10:00,6572
6:20:00,6560
6:30:00,5834
6:40:00,4917
6:50:00,6282
7:00:00,6471
7:10:00,6547
7:20:00,6482
7:30:00,6506
7:40:00,6398
7:50:00,6328
8:00:00,6403
8:10:00,6273
8:20:00,6402
8:30:00,6681
8:40:00,6458
8:50:00,6283
9:00:00,6402
9:10:00,6299
9:20:00,6144
9:30:00,7833
9:40:00,8913
9:50:00,8523
10:00:00,8660
10:10:00,8298
10:20:00,8196
10:30:00,8278
10:40:00,8029
10:50:00,8026
11:00:00,8115
11:10:00,8128
11:20:00,8255
11:30:00,8305
11:40:00,8282
11:50:00,8134
12:00:00,8141
12:10:00,8117
12:20:00,8162
12:30:00,8226
12:40:00,8355
12:50:00,8056
13:00:00,8367
13:10:00,8073
13:20:00,8137
13:30:00,8068
13:40:00,8032
13:50:00,8057
14:00:00,8285
14:10:00,8122
14:20:00,8010
14:30:00,8082
14:40:00,7935
14:50:00,7803
15:00:00,7987
15:10:00,7817
15:20:00,7823
15:30:00,7810
15:40:00,7757
15:50:00,7699
16:00:00,7870
16:10:00,7716
16:20:00,7772
16:30:00,7762
16:40:00,7815
16:50:00,7802
17:00:00,7928
17:10:00,7690
17:20:00,7783
17:30:00,7715
17:40:00,7683
17:50:00,7585
18:00:00,7835
18:10:00,7862
18:20:00,7860
18:30:00,7806
18:40:00,7839
18:50:00,7692
19:00:00,8030
19:10:00,8000
19:20:00,7991
19:30:00,7762
19:40:00,7810
19:50:00,8087
20:00:00,7909
20:10:00,7758
20:20:00,7845
20:30:00,7794
20:40:00,7822
20:50:00,7763
21:00:00,7807
21:10:00,7875
21:20:00,7811
21:30:00,7765
21:40:00,7884
21:50:00,7737
22:00:00,7774
22:10:00,7816
22:20:00,8061
22:30:00,7998
22:40:00,8164
22:50:00,8044
23:00:00,8028
23:10:00,7858
23:20:00,7779
23:30:00,7792
23:40:00,7980
23:50:00,8088
