time,value
0:00:00,1150
0:10:00,1144
0:20:00,1149
0:30:00,1157
0:40:00,1155
0:50:00,1161
1:00:00,1161
1:10:00,1163
1:20:00,1152
1:30:00,1156
1:40:00,1160
1:50:00,1153
2:00:00,1153
2:10:00,1155
2:20:00,1148
2:30:00,1160
2:40:00,1161
2:50:00,1152
3:00:00,1159
3:10:00,1144
3:20:00,1129
3:30:00,1110
3:40:00,1130
3:50:00,1144
4:00:00,1129
4:10:00,1134
4:20:00,1141
4:30:00,1150
4:40:00,1147
4:50:00,1144
5:00:00,1138
5:10:00,1132
5:20:00,1146
5:30:00,1126
5:40:00,1139
5:50:00,1115
6:00:00,1109
6:10:00,1152
6:20:00,1142
6:30:00,1138
6:40:00,1161
6:50:00,1151
7:00:00,1143
7:10:00,1140
7:20:00,1141
7:30:00,1137
7:40:00,1155
7:50:00,1146
8:00:00,1141
8:10:00,1155
8:20:00,1131
8:30:00,1124
8:40:00,1128
8:50:00,1129
9:00:00,1146
9:10:00,1132
9:20:00,1107
9:30:00,1108
9:40:00,1090
9:50:00,1101
10:00:00,1102
10:10:00,1090
10:20:00,1097
10:30:00,1041
10:40:00,1074
10:50:00,1091
11:00:00,1076
11:10:00,1097
11:20:00,1039
11:30:00,1087
11:40:00,1085
11:50:00,1064
12:00:00,1077
12:10:00,1068
12:20:00,1062
12:30:00,1076
12:40:00,1084
12:50:00,1088
13:00:00,1109
13:10:00,1059
13:20:00,1083
13:30:00,1090
13:40:00,1114
13:50:00,1060
14:00:00,1092
14:10:00,1102
14:20:00,1093
14:30:00,1069
14:40:00,1105
14:50:00,1029
15:00:00,1051
15:10:00,1118
15:20:00,1104
15:30:00,1078
15:40:00,1048
15:50:00,1102
16:00:00,1105
16:10:00,1101
16:20:00,1098
16:30:00,1097
16:40:00,1104
16:50:00,1082
17:00:00,1102
17:10:00,1082
17:20:00,1099
17:30:00,1091
17:40:00,1057
17:50:00,1075
18:00:00,1077
18:10:00,1092
18:20:00,1100
18:30:00,1095
18:40:00,1093
18:50:00,1106
19:00:00,1083
19:10:00,1092
19:20:00,1053
19:30:00,1034
19:40:00,1108
19:50:00,1118
20:00:00,1111
20:10:00,1098
20:20:00,1103
20:30:00,1088
20:40:00,1130
20:50:00,1147
21:00:00,1138
21:10:00,1120
21:20:00,1140
21:30:00,1126
21:40:00,1122
21:50:00,1133
22:00:00,1052
22:10:00,1132
22:20:00,1142
22:30:00,1132
22:40:00,1131
22:50:00,1308
23:00:00,2127
23:10:00,2341
23:20:00,2336
23:30:00,2337
23:40:00,2328
23:50:00,1356
