time,value
5:30:00,519
9:40:00,1
9:50:00,1
10:00:00,13
10:10:00,10
10:40:00,1
10:50:00,21
11:00:00,42
11:10:00,18
11:20:00,15
11:50:00,2
12:00:00,1
12:10:00,354
12:20:00,1
12:30:00,1
13:10:00,6
13:20:00,11
14:10:00,4
14:40:00,1
15:20:00,3
15:50:00,1
17:00:00,1
17:20:00,1
17:30:00,9
17:50:00,5
18:00:00,5
18:10:00,15
18:20:00,1
18:30:00,260
18:40:00,294
18:50:00,140
19:00:00,18
19:10:00,12
19:20:00,18
19:30:00,6
19:40:00,19
19:50:00,18
20:00:00,11
20:10:00,12
20:20:00,7
20:30:00,8
20:40:00,10
20:50:00,17
21:10:00,4
21:20:00,471
21:50:00,1
22:00:00,1
23:10:00,2
