time,value
0:00:00,1137
0:10:00,1134
0:20:00,1131
0:30:00,1156
0:40:00,1101
0:50:00,1142
1:00:00,1165
1:10:00,1137
1:20:00,1162
1:30:00,1151
1:40:00,1136
1:50:00,1125
2:00:00,1146
2:10:00,1149
2:20:00,1155
2:30:00,1163
2:40:00,1162
2:50:00,1150
3:00:00,1155
3:10:00,1161
3:20:00,1157
3:30:00,1155
3:40:00,1149
3:50:00,1151
4:00:00,1142
4:10:00,1154
4:20:00,1151
4:30:00,1156
4:40:00,1157
4:50:00,1152
5:00:00,1141
5:10:00,1151
5:20:00,1145
5:30:00,1150
5:40:00,1149
5:50:00,1156
6:00:00,1153
6:10:00,1156
6:20:00,1162
6:30:00,1151
6:40:00,1141
6:50:00,1151
7:00:00,1144
7:10:00,1156
7:20:00,1145
7:30:00,1159
7:40:00,1158
7:50:00,1159
8:00:00,1149
8:10:00,1152
8:20:00,1148
8:30:00,1162
8:40:00,1149
8:50:00,1145
9:00:00,1144
9:10:00,1148
9:20:00,1123
9:30:00,1109
9:40:00,1079
9:50:00,1065
10:00:00,1091
10:10:00,1097
10:20:00,1102
10:30:00,1097
10:40:00,1084
10:50:00,1092
11:00:00,1093
11:10:00,1081
11:20:00,1097
11:30:00,1098
11:40:00,1071
11:50:00,1085
12:00:00,1079
12:10:00,1086
12:20:00,1079
12:30:00,1102
12:40:00,1077
12:50:00,1088
13:00:00,1068
13:10:00,1092
13:20:00,1087
13:30:00,1065
13:40:00,1091
13:50:00,1088
14:00:00,1087
14:10:00,1094
14:20:00,1056
14:30:00,1072
14:40:00,1073
14:50:00,1090
15:00:00,1069
15:10:00,1083
15:20:00,1099
15:30:00,1082
15:40:00,1090
15:50:00,1101
16:00:00,1051
16:10:00,1108
16:20:00,1117
16:30:00,1123
16:40:00,1110
16:50:00,1079
17:00:00,1094
17:10:00,1075
17:20:00,1093
17:30:00,1058
17:40:00,1100
17:50:00,1079
18:00:00,1083
18:10:00,1096
18:20:00,1078
18:30:00,1069
18:40:00,1099
18:50:00,1093
19:00:00,1086
19:10:00,1106
19:20:00,1072
19:30:00,1085
19:40:00,1097
19:50:00,1101
20:00:00,1083
20:10:00,1087
20:20:00,1047
20:30:00,1060
20:40:00,1095
20:50:00,1093
21:00:00,1130
21:10:00,1118
21:20:00,1129
21:30:00,1160
21:40:00,1165
21:50:00,1157
22:00:00,1134
22:10:00,1087
22:20:00,1114
22:30:00,1118
22:40:00,1089
22:50:00,1107
23:00:00,1126
23:10:00,1126
23:20:00,1107
23:30:00,1120
23:40:00,1113
23:50:00,149
