time,value
8:50:00,1
9:40:00,1
10:30:00,4
10:40:00,3
10:50:00,8
11:00:00,3
11:10:00,2
11:20:00,4
11:30:00,16
11:40:00,12
11:50:00,7
13:10:00,1
13:30:00,4
13:40:00,2
13:50:00,17
14:00:00,14
14:10:00,23
14:20:00,2
14:30:00,1
14:40:00,7
14:50:00,4
15:00:00,3
15:10:00,8
15:20:00,7
15:30:00,12
15:40:00,24
15:50:00,9
16:00:00,13
16:10:00,40
16:20:00,13
16:30:00,16
16:40:00,28
16:50:00,43
17:00:00,32
17:10:00,29
17:20:00,15
17:30:00,42
17:40:00,9
17:50:00,19
18:00:00,25
18:10:00,8
18:20:00,7
18:30:00,4
18:40:00,9
18:50:00,3
19:00:00,1
19:10:00,2
19:20:00,2
19:30:00,2
20:00:00,1
