time,value
10:10:00,3
10:20:00,3
10:30:00,4
10:40:00,3
10:50:00,6
11:00:00,7
11:10:00,2
11:20:00,14
11:30:00,6
11:40:00,2
11:50:00,1
12:10:00,3
12:40:00,2
13:10:00,2
13:20:00,1
13:30:00,1
13:50:00,2
14:00:00,2
14:10:00,1
14:20:00,2
14:30:00,3
14:40:00,3
14:50:00,3
15:00:00,5
15:10:00,3
15:20:00,1
15:30:00,1
15:40:00,1
15:50:00,2
16:00:00,2
16:20:00,1
16:30:00,1
16:40:00,8
16:50:00,2
17:00:00,1
17:10:00,1
17:20:00,1
17:30:00,5
17:40:00,10
17:50:00,3
18:00:00,8
18:10:00,4
18:20:00,3
18:30:00,2
18:50:00,5
19:00:00,2
