time,value
0:00:00,1149
0:10:00,1162
0:20:00,1153
0:30:00,1139
0:40:00,1152
0:50:00,1133
1:00:00,1145
1:10:00,1130
1:20:00,1140
1:30:00,1146
1:40:00,1145
1:50:00,1156
2:00:00,1134
2:10:00,1139
2:20:00,1127
2:30:00,1133
2:40:00,1146
2:50:00,1127
3:00:00,1135
3:10:00,1140
3:20:00,1146
3:30:00,1120
3:40:00,1124
3:50:00,1135
4:00:00,1143
4:10:00,1143
4:20:00,1157
4:30:00,1136
4:40:00,1149
4:50:00,1157
5:00:00,1133
5:10:00,1143
5:20:00,1143
5:30:00,1119
5:40:00,1113
5:50:00,1134
6:00:00,1134
6:10:00,1152
6:20:00,1120
6:30:00,1137
6:40:00,1145
6:50:00,1150
7:00:00,1156
7:10:00,1155
7:20:00,1153
7:30:00,1158
7:40:00,1157
7:50:00,1164
8:00:00,1155
8:10:00,1149
8:20:00,1140
8:30:00,1138
8:40:00,1158
8:50:00,1140
9:00:00,1136
9:10:00,1126
9:20:00,1119
9:30:00,1073
9:40:00,940
9:50:00,944
10:00:00,848
10:10:00,842
10:20:00,635
10:30:00,480
10:40:00,910
10:50:00,912
11:00:00,1003
11:10:00,979
11:20:00,840
11:30:00,932
11:40:00,867
11:50:00,975
12:00:00,1079
12:10:00,1050
12:20:00,1068
12:30:00,1016
12:40:00,978
12:50:00,988
13:00:00,996
13:10:00,1022
13:20:00,1028
13:30:00,903
13:40:00,988
13:50:00,1020
14:00:00,964
14:10:00,899
14:20:00,1022
14:30:00,1014
14:40:00,1023
14:50:00,973
15:00:00,1001
15:10:00,1058
15:20:00,1016
15:30:00,975
15:40:00,1011
15:50:00,1031
16:00:00,1026
16:10:00,1036
16:20:00,1007
16:30:00,1021
16:40:00,994
16:50:00,1061
17:00:00,999
17:10:00,1057
17:20:00,1029
17:30:00,1048
17:40:00,1008
17:50:00,883
18:00:00,1003
18:10:00,1025
18:20:00,1009
18:30:00,1022
18:40:00,1041
18:50:00,1061
19:00:00,1045
19:10:00,1084
19:20:00,1067
19:30:00,1100
19:40:00,1104
19:50:00,1113
20:00:00,1117
20:10:00,1143
20:20:00,1085
20:30:00,1064
20:40:00,1082
20:50:00,1144
21:00:00,1148
21:10:00,1145
21:20:00,1095
21:30:00,1131
21:40:00,1133
21:50:00,1157
22:00:00,1144
22:10:00,1157
22:20:00,1134
22:30:00,1131
22:40:00,1125
22:50:00,1146
23:00:00,1108
23:10:00,1138
23:20:00,1146
23:30:00,1129
23:40:00,1101
23:50:00,1123
