time,value
2:20:00,6549
8:20:00,1
9:00:00,4
9:10:00,13
9:20:00,14
9:30:00,22
9:40:00,27
9:50:00,40
10:00:00,38
10:10:00,25
10:20:00,33
10:30:00,5
10:40:00,13
10:50:00,14
11:00:00,19
11:10:00,7
11:20:00,4
11:30:00,7
11:40:00,5
11:50:00,6
12:00:00,2
12:10:00,4
12:40:00,1
12:50:00,1
13:00:00,4
13:10:00,4
13:20:00,3
13:30:00,5
13:40:00,5
13:50:00,3
14:00:00,2
14:10:00,2
14:20:00,5
14:30:00,4
14:40:00,1
14:50:00,1
15:00:00,5
15:10:00,9
15:20:00,6
15:30:00,1
15:40:00,3
15:50:00,5
16:00:00,16
16:10:00,13
16:20:00,7
16:30:00,1
16:40:00,2
16:50:00,4
17:00:00,2
17:10:00,4
17:20:00,3
17:30:00,7
17:40:00,4
17:50:00,2
18:00:00,3
18:10:00,5
18:20:00,6
18:30:00,2
18:40:00,3
18:50:00,5
19:00:00,1
19:20:00,2
19:30:00,4
19:50:00,3
20:00:00,4
20:10:00,3
20:20:00,3
20:30:00,1
21:00:00,1
21:20:00,1
