time,value
0:00:00,3980
0:10:00,4008
0:20:00,4097
0:30:00,3591
0:40:00,3653
0:50:00,3645
1:00:00,3836
1:10:00,3897
1:20:00,4017
1:30:00,3887
1:40:00,3786
1:50:00,3534
2:00:00,3442
2:10:00,3393
2:20:00,3329
2:30:00,3659
2:40:00,4064
2:50:00,3612
3:00:00,3828
3:10:00,3511
3:20:00,3713
3:30:00,3672
3:40:00,3348
3:50:00,3508
4:00:00,3246
4:10:00,3409
4:20:00,3458
4:30:00,3543
4:40:00,4174
4:50:00,3992
5:00:00,3925
5:10:00,3806
5:20:00,3667
5:30:00,3301
5:40:00,3237
5:50:00,3467
6:00:00,3396
6:10:00,3339
6:20:00,3410
6:30:00,3591
6:40:00,3410
6:50:00,3387
7:00:00,3426
7:10:00,3471
7:20:00,3745
7:30:00,3558
7:40:00,3704
7:50:00,3463
8:00:00,3179
8:10:00,3287
8:20:00,3639
8:30:00,3667
8:40:00,3419
8:50:00,3203
9:00:00,3124
9:10:00,3311
9:20:00,3515
9:30:00,2918
9:40:00,2520
9:50:00,2187
10:00:00,1855
10:10:00,1930
10:20:00,1293
10:30:00,884
10:40:00,2804
10:50:00,2795
11:00:00,3411
11:10:00,3410
11:20:00,3159
11:30:00,2926
11:40:00,2238
11:50:00,2587
12:00:00,3099
12:10:00,3102
12:20:00,3344
12:30:00,3038
12:40:00,2986
12:50:00,3147
13:00:00,2881
13:10:00,3252
13:20:00,3075
13:30:00,2163
13:40:00,2886
13:50:00,3037
14:00:00,3029
14:10:00,2611
14:20:00,3132
14:30:00,2906
14:40:00,3150
14:50:00,2813
15:00:00,2896
15:10:00,3114
15:20:00,3116
15:30:00,2751
15:40:00,2995
15:50:00,3080
16:00:00,2883
16:10:00,2913
16:20:00,2694
16:30:00,2754
16:40:00,2529
16:50:00,2607
17:00:00,2500
17:10:00,2628
17:20:00,2803
17:30:00,2785
17:40:00,2608
17:50:00,1911
18:00:00,2686
18:10:00,2789
18:20:00,2705
18:30:00,2638
18:40:00,2913
18:50:00,2850
19:00:00,2894
19:10:00,3011
19:20:00,2932
19:30:00,3016
19:40:00,2941
19:50:00,2915
20:00:00,2953
20:10:00,3038
20:20:00,2868
20:30:00,2782
20:40:00,2841
20:50:00,3026
21:00:00,3094
21:10:00,2995
21:20:00,2691
21:30:00,2932
21:40:00,2826
21:50:00,3048
22:00:00,2992
22:10:00,2877
22:20:00,2939
22:30:00,2983
22:40:00,3050
22:50:00,2974
23:00:00,2931
23:10:00,3204
23:20:00,3106
23:30:00,3080
23:40:00,2681
23:50:00,2615
