record_time,uplink_length,downlink_length
2019-06-13 09:35:00,65,65
2019-06-13 09:40:00,116,116
2019-06-13 09:45:00,49,49
2019-06-13 09:50:00,124,124
2019-06-13 09:55:00,63,63
2019-06-13 10:00:00,534,534
2019-06-13 10:05:00,135,135
2019-06-13 10:10:00,88,88
2019-06-13 10:15:00,165,165
2019-06-13 10:20:00,113,113
2019-06-13 10:25:00,219,219
2019-06-13 10:30:00,135,135
2019-06-13 10:35:00,21,21
2019-06-13 10:40:00,38,38
2019-06-13 10:45:00,33,33
2019-06-13 10:50:00,50,50
2019-06-13 10:55:00,679,679
2019-06-13 11:00:00,103,103
2019-06-13 11:05:00,46,46
2019-06-13 11:10:00,69,69
2019-06-13 11:15:00,92,92
2019-06-13 11:20:00,600,600
2019-06-13 11:25:00,286,286
2019-06-13 11:30:00,154,154
2019-06-13 11:35:00,507,507
2019-06-13 11:40:00,164,164
2019-06-13 11:45:00,45,45
2019-06-13 11:50:00,60,60
2019-06-13 11:55:00,25,25
2019-06-13 12:00:00,17,17
2019-06-13 12:05:00,18,18
2019-06-13 12:10:00,22,22
2019-06-13 12:15:00,25,25
2019-06-13 12:20:00,28,28
2019-06-13 12:25:00,21,21
2019-06-13 12:30:00,13,13
2019-06-13 12:35:00,21,21
2019-06-13 12:40:00,33,33
2019-06-13 12:45:00,29,29
2019-06-13 12:50:00,47,47
2019-06-13 12:55:00,41,41
2019-06-13 13:00:00,15,15
2019-06-13 13:05:00,21,21
2019-06-13 13:10:00,18,18
2019-06-13 13:15:00,33,33
2019-06-13 13:20:00,114,114
2019-06-13 13:25:00,407,407
2019-06-13 13:30:00,404,404
2019-06-13 13:35:00,407,407
2019-06-13 13:40:00,147,147
2019-06-13 13:45:00,118,118
2019-06-13 13:50:00,370,370
2019-06-13 13:55:00,82,82
2019-06-13 14:00:00,104,104
2019-06-13 14:05:00,111,111
2019-06-13 14:10:00,508,508
2019-06-13 14:15:00,109,109
2019-06-13 14:20:00,42,42
2019-06-13 14:25:00,52,52
2019-06-13 14:30:00,90,90
2019-06-13 14:35:00,53,53
2019-06-13 14:40:00,105,105
2019-06-13 14:45:00,35,35
2019-06-13 14:50:00,66,66
2019-06-13 14:55:00,55,55
2019-06-13 15:00:00,52,52
2019-06-13 15:05:00,35,35
2019-06-13 15:10:00,34,34
2019-06-13 15:15:00,25,25
2019-06-13 15:20:00,96,96
2019-06-13 15:25:00,139,139
2019-06-13 15:30:00,29,29
2019-06-13 15:35:00,287,287
2019-06-13 15:40:00,129,129
2019-06-13 15:45:00,33,33
2019-06-13 15:50:00,54,54
2019-06-13 15:55:00,17,17
2019-06-13 16:00:00,34,34
2019-06-13 16:05:00,50,50
2019-06-13 16:10:00,25,25
2019-06-13 16:15:00,18,18
2019-06-13 16:20:00,31,31
2019-06-13 16:25:00,18,18
2019-06-13 16:30:00,36,36
2019-06-13 16:35:00,19,19
2019-06-13 16:40:00,34,34
2019-06-13 16:45:00,168,168
2019-06-13 16:50:00,86,86
2019-06-13 16:55:00,78,78
2019-06-13 17:00:00,24,24
2019-06-13 17:05:00,16,16
2019-06-13 17:10:00,24,24
2019-06-13 17:15:00,18,18
2019-06-13 17:20:00,21,21
2019-06-13 17:25:00,22,22
2019-06-13 17:30:00,23,23
2019-06-13 17:35:00,32,32
2019-06-13 17:40:00,39,39
2019-06-13 17:45:00,25,25
2019-06-13 17:50:00,59,59
2019-06-13 17:55:00,26,26
2019-06-13 18:00:00,18,18
2019-06-13 18:05:00,35,35
2019-06-13 18:10:00,18,18
2019-06-13 18:15:00,31,31
2019-06-13 18:20:00,23,23
2019-06-13 18:25:00,38,38
2019-06-13 18:30:00,16,16
2019-06-13 18:35:00,26,26
2019-06-13 18:40:00,52,52
2019-06-13 18:45:00,21,21
2019-06-13 18:50:00,60,60
2019-06-13 18:55:00,22,22
2019-06-13 19:00:00,19,19
2019-06-13 19:05:00,29,29
2019-06-13 19:10:00,29,29
2019-06-13 19:15:00,24,24
2019-06-13 19:20:00,28,28
2019-06-13 19:25:00,24,24
2019-06-13 19:30:00,24,24
2019-06-13 19:35:00,19,19
2019-06-13 19:40:00,39,39
2019-06-13 19:45:00,35,35
2019-06-13 19:50:00,57,57
2019-06-13 19:55:00,28,28
2019-06-13 20:00:00,31,31
2019-06-13 20:05:00,23,23
2019-06-13 20:10:00,41,41
2019-06-13 20:15:00,32,32
2019-06-13 20:20:00,21,21
2019-06-13 20:25:00,20,20
2019-06-13 20:30:00,23,23
2019-06-13 20:35:00,25,25
2019-06-13 20:40:00,289,289
2019-06-13 20:45:00,52,52
2019-06-13 20:50:00,96,96
2019-06-13 20:55:00,26,26
2019-06-13 21:00:00,26,26
2019-06-13 21:05:00,35,35
2019-06-13 21:10:00,30,30
2019-06-13 21:15:00,22,22
2019-06-13 21:20:00,29,29
2019-06-13 21:25:00,12,12
