time,value
9:00:00,6
9:20:00,13
9:40:00,6
9:50:00,178
10:10:00,8
10:20:00,3
10:30:00,21
10:40:00,1
11:30:00,6
11:40:00,1
11:50:00,28
12:00:00,270
12:10:00,118
13:30:00,10
13:40:00,36
13:50:00,35
14:00:00,26
14:10:00,31
14:20:00,28
14:30:00,8
14:40:00,5
14:50:00,7
15:00:00,1
15:20:00,5
15:30:00,10
15:40:00,14
15:50:00,5
16:00:00,11
16:30:00,311
16:40:00,899
16:50:00,1
17:00:00,8
17:10:00,1
17:20:00,4
17:30:00,3
17:40:00,2
17:50:00,11
18:10:00,4
18:20:00,17
18:30:00,4
19:00:00,2
19:20:00,1
19:30:00,4
19:40:00,6
19:50:00,4
20:00:00,3
20:10:00,2
20:20:00,4
20:30:00,2
20:40:00,8
21:00:00,1
22:50:00,2
23:20:00,1
23:30:00,27
23:40:00,104
23:50:00,90
