time,value
0:00:00,1153
0:10:00,1157
0:20:00,1128
0:30:00,1144
0:40:00,1155
0:50:00,1146
1:00:00,1133
1:10:00,1130
1:20:00,1120
1:30:00,1137
1:40:00,1133
1:50:00,1119
2:00:00,1134
2:10:00,1142
2:20:00,1115
2:30:00,1138
2:40:00,1141
2:50:00,1133
3:00:00,1141
3:10:00,1134
3:20:00,1107
3:30:00,1118
3:40:00,1114
3:50:00,1118
4:00:00,1113
4:10:00,1133
4:20:00,1128
4:30:00,1127
4:40:00,1138
4:50:00,1138
5:00:00,1112
5:10:00,1138
5:20:00,1147
5:30:00,1138
5:40:00,1152
5:50:00,1139
6:00:00,1139
6:10:00,1132
6:20:00,1130
6:30:00,1128
6:40:00,1138
6:50:00,1125
7:00:00,1145
7:10:00,1157
7:20:00,1146
7:30:00,1145
7:40:00,1147
7:50:00,1148
8:00:00,1146
8:10:00,1153
8:20:00,1116
8:30:00,1121
8:40:00,1113
8:50:00,1128
9:00:00,1143
9:10:00,1143
9:20:00,1121
9:30:00,1111
9:40:00,1062
9:50:00,977
10:00:00,946
10:10:00,967
10:20:00,1012
10:30:00,978
10:40:00,985
10:50:00,994
11:00:00,684
11:10:00,861
11:20:00,986
11:30:00,897
11:40:00,936
11:50:00,977
12:00:00,993
12:10:00,1074
12:20:00,1030
12:30:00,1032
12:40:00,1061
12:50:00,1064
13:00:00,1058
13:10:00,1070
13:20:00,1017
13:30:00,1019
13:40:00,997
13:50:00,941
14:00:00,891
14:10:00,918
14:20:00,871
14:30:00,914
14:40:00,915
14:50:00,951
15:00:00,913
15:10:00,929
15:20:00,905
15:30:00,955
15:40:00,820
15:50:00,846
16:00:00,869
16:10:00,908
16:20:00,876
16:30:00,798
16:40:00,880
16:50:00,842
17:00:00,923
17:10:00,994
17:20:00,980
17:30:00,962
17:40:00,974
17:50:00,981
18:00:00,964
18:10:00,951
18:20:00,930
18:30:00,969
18:40:00,1029
18:50:00,1031
19:00:00,1010
19:10:00,1050
19:20:00,1095
19:30:00,1088
19:40:00,1120
19:50:00,1140
20:00:00,1126
20:10:00,1126
20:20:00,1104
20:30:00,1106
20:40:00,1143
20:50:00,1135
21:00:00,1138
21:10:00,1146
21:20:00,1135
21:30:00,1146
21:40:00,1159
21:50:00,1150
22:00:00,1151
22:10:00,1143
22:20:00,1133
22:30:00,1135
22:40:00,1153
22:50:00,1136
23:00:00,1119
23:10:00,1148
23:20:00,1141
23:30:00,1151
23:40:00,1148
23:50:00,1147
