time,value
2:20:00,7172
7:00:00,1
8:50:00,1
9:00:00,1
9:20:00,1
9:30:00,1
9:50:00,4
10:00:00,2
10:10:00,3
10:20:00,3
10:30:00,2
10:40:00,6
10:50:00,3
11:00:00,2
11:10:00,3
11:20:00,2
11:30:00,3
11:40:00,2
11:50:00,2
12:00:00,4
12:10:00,4
12:30:00,3
12:40:00,10
13:00:00,2
13:10:00,2
13:20:00,6
13:30:00,1
14:00:00,2
14:10:00,5
14:20:00,1
14:30:00,1
14:50:00,1
15:40:00,3
15:50:00,3
16:30:00,1
16:40:00,1
16:50:00,1
17:30:00,1
18:00:00,1
19:00:00,2
19:30:00,1
19:40:00,2
20:20:00,1
20:30:00,1
20:40:00,1
23:30:00,2
