time,value
0:00:00,2694
0:10:00,3010
0:20:00,3008
0:30:00,3053
0:40:00,3179
0:50:00,3000
1:00:00,2956
1:10:00,2862
1:20:00,3035
1:30:00,3109
1:40:00,3034
1:50:00,2808
2:00:00,2819
2:10:00,2436
2:20:00,2834
2:30:00,2832
2:40:00,2814
2:50:00,2786
3:00:00,2668
3:10:00,2627
3:20:00,2794
3:30:00,3012
3:40:00,2995
3:50:00,2933
4:00:00,2749
4:10:00,2649
4:20:00,2661
4:30:00,2846
4:40:00,2782
4:50:00,2554
5:00:00,2566
5:10:00,2655
5:20:00,2784
5:30:00,2738
5:40:00,2816
5:50:00,2814
6:00:00,2917
6:10:00,2578
6:20:00,2548
6:30:00,2638
6:40:00,2749
6:50:00,2761
7:00:00,2798
7:10:00,2849
7:20:00,2697
7:30:00,2782
7:40:00,2721
7:50:00,2769
8:00:00,2990
8:10:00,2778
8:20:00,2705
8:30:00,2709
8:40:00,2871
8:50:00,2807
9:00:00,3041
9:10:00,2819
9:20:00,2822
9:30:00,2848
9:40:00,2795
9:50:00,2922
10:00:00,3158
10:10:00,2973
10:20:00,2748
10:30:00,2823
10:40:00,3201
10:50:00,3930
11:00:00,4058
11:10:00,3973
11:20:00,3620
11:30:00,3824
11:40:00,4010
11:50:00,3850
12:00:00,3923
12:10:00,3953
12:20:00,4088
12:30:00,4099
12:40:00,3904
12:50:00,3582
13:00:00,3753
13:10:00,4154
13:20:00,4017
13:30:00,4196
13:40:00,4042
13:50:00,3971
14:00:00,4076
14:10:00,4062
14:20:00,4041
14:30:00,4047
14:40:00,4161
14:50:00,4138
15:00:00,4130
15:10:00,4154
15:20:00,4112
15:30:00,4003
15:40:00,3925
15:50:00,3915
16:00:00,3870
16:10:00,3971
16:20:00,3880
16:30:00,4029
16:40:00,3900
16:50:00,4054
17:00:00,4219
17:10:00,4169
17:20:00,4085
17:30:00,3877
17:40:00,3892
17:50:00,3932
18:00:00,4052
18:10:00,3969
18:20:00,3983
18:30:00,4086
18:40:00,4047
18:50:00,3946
19:00:00,4239
19:10:00,4316
19:20:00,4170
19:30:00,4097
19:40:00,4056
19:50:00,3983
20:00:00,4123
20:10:00,3957
20:20:00,3928
20:30:00,3987
20:40:00,4024
20:50:00,3933
21:00:00,4153
21:10:00,4155
21:20:00,4054
21:30:00,4010
21:40:00,4063
21:50:00,4049
22:00:00,3631
22:10:00,4102
22:20:00,4097
22:30:00,4272
22:40:00,4052
22:50:00,4136
23:00:00,3971
23:10:00,4035
23:20:00,4038
23:30:00,4118
23:40:00,4060
23:50:00,4209
