record_time,uplink_length,downlink_length
2019-06-02 00:00:00,10,10
2019-06-02 00:05:00,15,15
2019-06-02 00:10:00,25,25
2019-06-02 00:15:00,8,8
2019-06-02 00:20:00,10,10
2019-06-02 00:25:00,10,10
2019-06-02 00:30:00,10,10
2019-06-02 00:35:00,34,34
2019-06-02 00:40:00,9,9
2019-06-02 00:45:00,9,9
2019-06-02 00:50:00,15,15
2019-06-02 00:55:00,70,70
2019-06-02 01:00:00,12,12
2019-06-02 01:05:00,25,25
2019-06-02 01:10:00,9,9
2019-06-02 01:15:00,14,14
2019-06-02 01:20:00,11,11
2019-06-02 01:25:00,12,12
2019-06-02 01:30:00,13,13
2019-06-02 01:35:00,43,43
2019-06-02 01:40:00,17,17
2019-06-02 01:45:00,11,11
2019-06-02 01:50:00,11,11
2019-06-02 01:55:00,64,64
2019-06-02 02:00:00,7,7
2019-06-02 02:05:00,268,268
2019-06-02 02:10:00,26,26
2019-06-02 02:15:00,16,16
2019-06-02 02:20:00,10,10
2019-06-02 02:25:00,12,12
2019-06-02 02:30:00,9,9
2019-06-02 02:35:00,33,33
2019-06-02 02:40:00,13,13
2019-06-02 02:45:00,27,27
2019-06-02 02:50:00,20,20
2019-06-02 02:55:00,58,58
2019-06-02 03:00:00,8,8
2019-06-02 03:05:00,12,12
2019-06-02 03:10:00,13,13
2019-06-02 03:15:00,14,14
2019-06-02 03:20:00,11,11
2019-06-02 03:25:00,10,10
2019-06-02 03:30:00,9,9
2019-06-02 03:35:00,29,29
2019-06-02 03:40:00,18,18
2019-06-02 03:45:00,11,11
2019-06-02 03:50:00,13,13
2019-06-02 03:55:00,63,63
2019-06-02 04:00:00,8,8
2019-06-02 04:05:00,18,18
2019-06-02 04:10:00,9,9
2019-06-02 04:15:00,10,10
2019-06-02 04:20:00,21,21
2019-06-02 04:25:00,19,19
2019-06-02 04:30:00,9,9
2019-06-02 04:35:00,34,34
2019-06-02 04:40:00,10,10
2019-06-02 04:45:00,14,14
2019-06-02 04:50:00,10,10
2019-06-02 04:55:00,62,62
2019-06-02 05:00:00,9,9
2019-06-02 05:05:00,12,12
2019-06-02 05:10:00,13,13
2019-06-02 05:15:00,10,10
2019-06-02 05:20:00,10,10
2019-06-02 05:25:00,18,18
2019-06-02 05:30:00,10,10
2019-06-02 05:35:00,29,29
2019-06-02 05:40:00,9,9
2019-06-02 05:45:00,10,10
2019-06-02 05:50:00,13,13
2019-06-02 05:55:00,63,63
2019-06-02 06:00:00,14,14
2019-06-02 06:05:00,12,12
2019-06-02 06:10:00,25,25
2019-06-02 06:15:00,16,16
2019-06-02 06:20:00,17,17
2019-06-02 06:25:00,9,9
2019-06-02 06:30:00,8,8
2019-06-02 06:35:00,27,27
2019-06-02 06:40:00,10,10
2019-06-02 06:45:00,10,10
2019-06-02 06:50:00,13,13
2019-06-02 06:55:00,65,65
2019-06-02 07:00:00,12,12
2019-06-02 07:05:00,17,17
2019-06-02 07:10:00,22,22
2019-06-02 07:15:00,10,10
2019-06-02 07:20:00,9,9
2019-06-02 07:25:00,10,10
2019-06-02 07:30:00,8,8
2019-06-02 07:35:00,30,30
2019-06-02 07:40:00,24,24
2019-06-02 07:45:00,12,12
2019-06-02 07:50:00,11,11
2019-06-02 07:55:00,69,69
2019-06-02 08:00:00,9,9
2019-06-02 08:05:00,27,27
2019-06-02 08:10:00,9,9
2019-06-02 08:15:00,16,16
2019-06-02 08:20:00,10,10
2019-06-02 08:25:00,11,11
2019-06-02 08:30:00,11,11
2019-06-02 08:35:00,25,25
2019-06-02 08:40:00,11,11
2019-06-02 08:45:00,10,10
2019-06-02 08:50:00,9,9
2019-06-02 08:55:00,75,75
2019-06-02 09:00:00,9,9
2019-06-02 09:05:00,20,20
2019-06-02 09:10:00,12,12
2019-06-02 09:15:00,11,11
2019-06-02 09:20:00,29,29
2019-06-02 09:25:00,9,9
2019-06-02 09:30:00,10,10
2019-06-02 09:35:00,52,52
2019-06-02 09:40:00,12,12
2019-06-02 09:45:00,21,21
2019-06-02 09:50:00,32,32
2019-06-02 09:55:00,77,77
2019-06-02 10:00:00,8,8
2019-06-02 10:05:00,11,11
2019-06-02 10:10:00,18,18
2019-06-02 10:15:00,12,12
2019-06-02 10:20:00,10,10
2019-06-02 10:25:00,12,12
2019-06-02 10:30:00,10,10
2019-06-02 10:35:00,31,31
2019-06-02 10:40:00,25,25
2019-06-02 10:45:00,12,12
2019-06-02 10:50:00,10,10
2019-06-02 10:55:00,74,74
2019-06-02 11:00:00,8,8
2019-06-02 11:05:00,13,13
2019-06-02 11:10:00,30,30
2019-06-02 11:15:00,11,11
2019-06-02 11:20:00,10,10
2019-06-02 11:25:00,11,11
2019-06-02 11:30:00,23,23
2019-06-02 11:35:00,40,40
2019-06-02 11:40:00,10,10
2019-06-02 11:45:00,14,14
2019-06-02 11:50:00,15,15
2019-06-02 11:55:00,72,72
2019-06-02 12:00:00,12,12
2019-06-02 12:05:00,15,15
2019-06-02 12:10:00,18,18
2019-06-02 12:15:00,11,11
2019-06-02 12:20:00,9,9
2019-06-02 12:25:00,16,16
2019-06-02 12:30:00,8,8
2019-06-02 12:35:00,26,26
2019-06-02 12:40:00,18,18
2019-06-02 12:45:00,14,14
2019-06-02 12:50:00,9,9
2019-06-02 12:55:00,74,74
2019-06-02 13:00:00,11,11
2019-06-02 13:05:00,13,13
2019-06-02 13:10:00,16,16
2019-06-02 13:15:00,15,15
2019-06-02 13:20:00,19,19
2019-06-02 13:25:00,8,8
2019-06-02 13:30:00,10,10
2019-06-02 13:35:00,24,24
2019-06-02 13:40:00,13,13
2019-06-02 13:45:00,22,22
2019-06-02 13:50:00,12,12
2019-06-02 13:55:00,86,86
2019-06-02 14:00:00,17,17
2019-06-02 14:05:00,11,11
2019-06-02 14:10:00,18,18
2019-06-02 14:15:00,16,16
2019-06-02 14:20:00,11,11
2019-06-02 14:25:00,8,8
2019-06-02 14:30:00,17,17
2019-06-02 14:35:00,37,37
2019-06-02 14:40:00,10,10
2019-06-02 14:45:00,12,12
2019-06-02 14:50:00,17,17
2019-06-02 14:55:00,77,77
2019-06-02 15:00:00,9,9
2019-06-02 15:05:00,19,19
2019-06-02 15:10:00,8,8
2019-06-02 15:15:00,19,19
2019-06-02 15:20:00,9,9
2019-06-02 15:25:00,8,8
2019-06-02 15:30:00,9,9
2019-06-02 15:35:00,28,28
2019-06-02 15:40:00,12,12
2019-06-02 15:45:00,11,11
2019-06-02 15:50:00,12,12
2019-06-02 15:55:00,91,91
2019-06-02 16:00:00,16,16
2019-06-02 16:05:00,19,19
2019-06-02 16:10:00,11,11
2019-06-02 16:15:00,15,15
2019-06-02 16:20:00,10,10
2019-06-02 16:25:00,11,11
2019-06-02 16:30:00,18,18
2019-06-02 16:35:00,23,23
2019-06-02 16:40:00,14,14
2019-06-02 16:45:00,13,13
2019-06-02 16:50:00,20,20
2019-06-02 16:55:00,83,83
2019-06-02 17:00:00,9,9
2019-06-02 17:05:00,11,11
2019-06-02 17:10:00,9,9
2019-06-02 17:15:00,10,10
2019-06-02 17:20:00,32,32
2019-06-02 17:25:00,11,11
2019-06-02 17:30:00,16,16
2019-06-02 17:35:00,38,38
2019-06-02 17:40:00,25,25
2019-06-02 17:45:00,12,12
2019-06-02 17:50:00,10,10
2019-06-02 17:55:00,83,83
2019-06-02 18:00:00,17,17
2019-06-02 18:05:00,18,18
2019-06-02 18:10:00,12,12
2019-06-02 18:15:00,14,14
2019-06-02 18:20:00,15,15
2019-06-02 18:25:00,7,7
2019-06-02 18:30:00,31,31
2019-06-02 18:35:00,35,35
2019-06-02 18:40:00,10,10
2019-06-02 18:45:00,19,19
2019-06-02 18:50:00,11,11
2019-06-02 18:55:00,85,85
2019-06-02 19:00:00,11,11
2019-06-02 19:05:00,11,11
2019-06-02 19:10:00,9,9
2019-06-02 19:15:00,13,13
2019-06-02 19:20:00,11,11
2019-06-02 19:25:00,21,21
2019-06-02 19:30:00,13,13
2019-06-02 19:35:00,36,36
2019-06-02 19:40:00,9,9
2019-06-02 19:45:00,15,15
2019-06-02 19:50:00,10,10
2019-06-02 19:55:00,95,95
2019-06-02 20:00:00,10,10
2019-06-02 20:05:00,11,11
2019-06-02 20:10:00,9,9
2019-06-02 20:15:00,16,16
2019-06-02 20:20:00,20,20
2019-06-02 20:25:00,10,10
2019-06-02 20:30:00,16,16
2019-06-02 20:35:00,21,21
2019-06-02 20:40:00,8,8
2019-06-02 20:45:00,15,15
2019-06-02 20:50:00,11,11
2019-06-02 20:55:00,89,89
2019-06-02 21:00:00,12,12
2019-06-02 21:05:00,15,15
2019-06-02 21:10:00,21,21
2019-06-02 21:15:00,16,16
2019-06-02 21:20:00,7,7
2019-06-02 21:25:00,24,24
2019-06-02 21:30:00,14,14
2019-06-02 21:35:00,53,53
2019-06-02 21:40:00,9,9
2019-06-02 21:45:00,15,15
2019-06-02 21:50:00,14,14
2019-06-02 21:55:00,90,90
2019-06-02 22:00:00,10,10
2019-06-02 22:05:00,20,20
2019-06-02 22:10:00,7,7
2019-06-02 22:15:00,19,19
2019-06-02 22:20:00,9,9
2019-06-02 22:25:00,7,7
2019-06-02 22:30:00,16,16
2019-06-02 22:35:00,30,30
2019-06-02 22:40:00,9,9
2019-06-02 22:45:00,17,17
2019-06-02 22:50:00,11,11
2019-06-02 22:55:00,103,103
2019-06-02 23:00:00,8,8
2019-06-02 23:05:00,20,20
2019-06-02 23:10:00,7,7
2019-06-02 23:15:00,13,13
2019-06-02 23:20:00,8,8
2019-06-02 23:25:00,8,8
2019-06-02 23:30:00,21,21
2019-06-02 23:35:00,33,33
2019-06-02 23:40:00,7,7
2019-06-02 23:45:00,17,17
2019-06-02 23:50:00,22,22
2019-06-02 23:55:00,45,45
