record_time,uplink_length,downlink_length
2019-06-03 09:15:00,8,8
2019-06-03 09:20:00,387,387
2019-06-03 09:25:00,237,237
2019-06-03 09:30:00,374,374
2019-06-03 09:35:00,127,127
2019-06-03 09:40:00,258,258
2019-06-03 09:45:00,384,384
2019-06-03 09:50:00,215,215
2019-06-03 09:55:00,148,148
2019-06-03 10:00:00,88,88
2019-06-03 10:05:00,182,182
2019-06-03 10:10:00,149,149
2019-06-03 10:15:00,167,167
2019-06-03 10:20:00,59,59
2019-06-03 10:25:00,160,160
2019-06-03 10:30:00,231,231
2019-06-03 10:35:00,39,39
2019-06-03 10:40:00,37,37
2019-06-03 10:45:00,14,14
2019-06-03 10:50:00,102,102
2019-06-03 10:55:00,77,77
2019-06-03 11:00:00,111,111
2019-06-03 11:05:00,143,143
2019-06-03 11:10:00,11,11
2019-06-03 11:15:00,111,111
2019-06-03 11:20:00,151,151
2019-06-03 11:25:00,99,99
2019-06-03 11:30:00,170,170
2019-06-03 11:35:00,60,60
2019-06-03 11:40:00,34,34
2019-06-03 11:45:00,40,40
2019-06-03 11:50:00,41,41
2019-06-03 11:55:00,104,104
2019-06-03 12:00:00,130,130
2019-06-03 12:05:00,58,58
2019-06-03 12:10:00,116,116
2019-06-03 12:15:00,84,84
2019-06-03 12:20:00,54,54
2019-06-03 12:25:00,26,26
2019-06-03 12:30:00,55,55
2019-06-03 12:35:00,16,16
2019-06-03 12:40:00,26,26
2019-06-03 12:45:00,12,12
2019-06-03 12:50:00,35,35
2019-06-03 12:55:00,24,24
2019-06-03 13:00:00,31,31
2019-06-03 13:05:00,14,14
2019-06-03 13:10:00,29,29
2019-06-03 13:15:00,18,18
2019-06-03 13:20:00,39,39
2019-06-03 13:25:00,74,74
2019-06-03 13:30:00,78,78
2019-06-03 13:35:00,88,88
2019-06-03 13:40:00,94,94
2019-06-03 13:45:00,21,21
2019-06-03 13:50:00,219,219
2019-06-03 13:55:00,121,121
2019-06-03 14:00:00,140,140
2019-06-03 14:05:00,36,36
2019-06-03 14:10:00,29,29
2019-06-03 14:15:00,12,12
2019-06-03 14:20:00,62,62
2019-06-03 14:25:00,76,76
2019-06-03 14:30:00,76,76
2019-06-03 14:35:00,27,27
2019-06-03 14:40:00,19,19
2019-06-03 14:45:00,43,43
2019-06-03 14:50:00,59,59
2019-06-03 14:55:00,59,59
2019-06-03 15:00:00,32,32
2019-06-03 15:05:00,26,26
2019-06-03 15:10:00,19,19
2019-06-03 15:15:00,23,23
2019-06-03 15:20:00,36,36
2019-06-03 15:25:00,45,45
2019-06-03 15:30:00,67,67
2019-06-03 15:35:00,9,9
2019-06-03 15:40:00,0,0
2019-06-03 15:45:00,0,0
2019-06-03 15:50:00,0,0
2019-06-03 15:55:00,0,0
2019-06-03 16:00:00,138,138
2019-06-03 16:05:00,26,26
2019-06-03 16:10:00,26,26
2019-06-03 16:15:00,21,21
2019-06-03 16:20:00,14,14
2019-06-03 16:25:00,22,22
2019-06-03 16:30:00,15,15
2019-06-03 16:35:00,0,0
2019-06-03 16:40:00,0,0
2019-06-03 16:45:00,0,0
2019-06-03 16:50:00,0,0
2019-06-03 16:55:00,78,78
2019-06-03 17:00:00,429,429
2019-06-03 17:05:00,22,22
2019-06-03 17:10:00,49,49
2019-06-03 17:15:00,74,74
2019-06-03 17:20:00,162,162
2019-06-03 17:25:00,88,88
2019-06-03 17:30:00,110,110
2019-06-03 17:35:00,231,231
2019-06-03 17:40:00,249,249
2019-06-03 17:45:00,64,64
2019-06-03 17:50:00,126,126
2019-06-03 17:55:00,119,119
2019-06-03 18:00:00,145,145
2019-06-03 18:05:00,52,52
2019-06-03 18:10:00,33,33
2019-06-03 18:15:00,44,44
2019-06-03 18:20:00,47,47
2019-06-03 18:25:00,73,73
2019-06-03 18:30:00,124,124
2019-06-03 18:35:00,198,198
2019-06-03 18:40:00,253,253
2019-06-03 18:45:00,248,248
2019-06-03 18:50:00,139,139
2019-06-03 18:55:00,34,34
2019-06-03 19:00:00,223,223
2019-06-03 19:05:00,251,251
2019-06-03 19:10:00,128,128
2019-06-03 19:15:00,154,154
2019-06-03 19:20:00,62,62
2019-06-03 19:25:00,85,85
2019-06-03 19:30:00,142,142
2019-06-03 19:35:00,118,118
2019-06-03 19:40:00,28,28
2019-06-03 19:45:00,16,16
2019-06-03 19:50:00,134,134
2019-06-03 19:55:00,427,427
2019-06-03 20:00:00,184,184
