time,value
2:20:00,6003
7:50:00,2
8:20:00,1
8:30:00,1
8:50:00,1
9:00:00,3
9:10:00,3
9:20:00,7
9:30:00,17
9:40:00,18
9:50:00,18
10:00:00,19
10:10:00,25
10:20:00,22
10:30:00,13
10:40:00,2
10:50:00,3
11:00:00,5
11:10:00,3
11:20:00,10
11:30:00,3
11:40:00,6
11:50:00,1
12:10:00,2
12:20:00,3
12:30:00,1
12:50:00,1
13:00:00,3
13:20:00,8
13:30:00,9
13:40:00,7
13:50:00,3
14:00:00,2
14:10:00,1
14:20:00,6
14:30:00,3
14:40:00,10
14:50:00,3
15:00:00,2
15:10:00,2
15:20:00,5
15:30:00,5
15:40:00,2
15:50:00,3
16:00:00,3
16:10:00,4
16:20:00,5
16:30:00,2
16:40:00,1
16:50:00,3
17:00:00,9
17:10:00,5
17:20:00,3
17:30:00,2
17:40:00,1
18:00:00,1
18:10:00,4
18:20:00,1
18:30:00,4
18:40:00,7
18:50:00,3
19:00:00,2
19:10:00,4
19:20:00,1
19:30:00,4
19:40:00,3
20:10:00,2
21:00:00,3
21:40:00,4
21:50:00,1
23:10:00,1
