time,value
0:00:00,1145
0:10:00,1143
0:20:00,1171
0:30:00,1176
0:40:00,1157
0:50:00,1145
1:00:00,1146
1:10:00,1152
1:20:00,1155
1:30:00,1144
1:40:00,1156
1:50:00,1146
2:00:00,1137
2:10:00,1150
2:20:00,1164
2:30:00,1161
2:40:00,1161
2:50:00,1143
3:00:00,1155
3:10:00,1151
3:20:00,1153
3:30:00,1137
3:40:00,1143
3:50:00,1139
4:00:00,1141
4:10:00,1139
4:20:00,1152
4:30:00,1144
4:40:00,1162
4:50:00,1152
5:00:00,1146
5:10:00,1136
5:20:00,1147
5:30:00,1139
5:40:00,1151
5:50:00,1153
6:00:00,1155
6:10:00,1146
6:20:00,1149
6:30:00,1135
6:40:00,1139
6:50:00,1130
7:00:00,1145
7:10:00,1139
7:20:00,1135
7:30:00,1137
7:40:00,1129
7:50:00,1154
8:00:00,1133
8:10:00,1145
8:20:00,1106
8:30:00,1089
8:40:00,1110
8:50:00,1120
9:00:00,1111
9:10:00,1085
9:20:00,1109
9:30:00,1093
9:40:00,1104
9:50:00,1095
10:00:00,1080
10:10:00,1073
10:20:00,1064
10:30:00,1082
10:40:00,1101
10:50:00,1099
11:00:00,1080
11:10:00,1101
11:20:00,1091
11:30:00,1086
11:40:00,1092
11:50:00,1115
12:00:00,1075
12:10:00,1091
12:20:00,1091
12:30:00,1071
12:40:00,1085
12:50:00,1090
13:00:00,1088
13:10:00,1099
13:20:00,1093
13:30:00,1073
13:40:00,1101
13:50:00,1087
14:00:00,1101
14:10:00,1086
14:20:00,1067
14:30:00,1091
14:40:00,1096
14:50:00,1076
15:00:00,1068
15:10:00,1046
15:20:00,1088
15:30:00,1089
15:40:00,1070
15:50:00,1088
16:00:00,1087
16:10:00,1089
16:20:00,1078
16:30:00,1093
16:40:00,1068
16:50:00,1074
17:00:00,1079
17:10:00,1059
17:20:00,1078
17:30:00,1063
17:40:00,1074
17:50:00,1092
18:00:00,1091
18:10:00,1093
18:20:00,1105
18:30:00,1067
18:40:00,1086
18:50:00,1069
19:00:00,1093
19:10:00,1077
19:20:00,1093
19:30:00,1109
19:40:00,1100
19:50:00,1114
20:00:00,1103
20:10:00,1124
20:20:00,1081
20:30:00,1095
20:40:00,1105
20:50:00,1129
21:00:00,1118
21:10:00,1140
21:20:00,1128
21:30:00,1135
21:40:00,1143
21:50:00,1144
22:00:00,1143
22:10:00,1143
22:20:00,1140
22:30:00,1143
22:40:00,1139
22:50:00,1146
23:00:00,1127
23:10:00,1144
23:20:00,1149
23:30:00,1156
23:40:00,1148
23:50:00,1112
