time,value
9:30:00,2
9:40:00,3
9:50:00,1
10:00:00,1
10:10:00,1
10:40:00,3
10:50:00,1
11:00:00,1
11:10:00,1
11:20:00,1
11:30:00,1
11:40:00,1
12:10:00,1
12:20:00,2
12:40:00,1
12:50:00,1
13:00:00,1
13:10:00,2
13:40:00,1
13:50:00,1
14:00:00,2
14:10:00,1
14:30:00,1
14:40:00,2
14:50:00,3
15:00:00,1
15:10:00,1
15:20:00,2
15:30:00,3
15:40:00,2
15:50:00,1
16:00:00,3
16:10:00,3
16:30:00,2
16:40:00,2
16:50:00,5
17:10:00,1
17:20:00,1
17:30:00,1
17:40:00,2
17:50:00,1
18:00:00,1
18:10:00,1
18:20:00,1
18:40:00,1
19:00:00,1
19:10:00,1
