time,value
0:00:00,1160
0:10:00,1140
0:20:00,1159
0:30:00,1144
0:40:00,1164
0:50:00,1160
1:00:00,1139
1:10:00,1158
1:20:00,1150
1:30:00,1153
1:40:00,1166
1:50:00,1160
2:00:00,1167
2:10:00,1162
2:20:00,1140
2:30:00,1166
2:40:00,1138
2:50:00,1144
3:00:00,1145
3:10:00,1149
3:20:00,1134
3:30:00,1155
3:40:00,1144
3:50:00,1157
4:00:00,1145
4:10:00,1148
4:20:00,1144
4:30:00,1154
4:40:00,1160
4:50:00,1145
5:00:00,1163
5:10:00,1160
5:20:00,1151
5:30:00,1156
5:40:00,1151
5:50:00,1144
6:00:00,1150
6:10:00,1161
6:20:00,1149
6:30:00,1163
6:40:00,1159
6:50:00,1159
7:00:00,1166
7:10:00,1178
7:20:00,1169
7:30:00,1160
7:40:00,1166
7:50:00,1173
8:00:00,1157
8:10:00,1153
8:20:00,1162
8:30:00,1159
8:40:00,1161
8:50:00,1153
9:00:00,1146
9:10:00,1155
9:20:00,1119
9:30:00,1108
9:40:00,1110
9:50:00,1036
10:00:00,1022
10:10:00,932
10:20:00,998
10:30:00,949
10:40:00,1015
10:50:00,1010
11:00:00,1015
11:10:00,1012
11:20:00,862
11:30:00,933
11:40:00,1008
11:50:00,1030
12:00:00,1104
12:10:00,1074
12:20:00,1074
12:30:00,1084
12:40:00,1074
12:50:00,1092
13:00:00,1094
13:10:00,1094
13:20:00,1070
13:30:00,1080
13:40:00,1045
13:50:00,1041
14:00:00,1023
14:10:00,991
14:20:00,981
14:30:00,1054
14:40:00,1077
14:50:00,940
15:00:00,1129
15:10:00,1123
15:20:00,1086
15:30:00,1118
15:40:00,1097
15:50:00,1069
16:00:00,1077
16:10:00,1104
16:20:00,1032
16:30:00,1089
16:40:00,1106
16:50:00,1049
17:00:00,1110
17:10:00,1106
17:20:00,1126
17:30:00,1129
17:40:00,1113
17:50:00,1111
18:00:00,1081
18:10:00,1106
18:20:00,1083
18:30:00,1106
18:40:00,1135
18:50:00,1119
19:00:00,1111
19:10:00,1110
19:20:00,1132
19:30:00,1128
19:40:00,1131
19:50:00,1126
20:00:00,1121
20:10:00,1125
20:20:00,1107
20:30:00,1092
20:40:00,1111
20:50:00,1111
21:00:00,1101
21:10:00,1086
21:20:00,1110
21:30:00,1134
21:40:00,1121
21:50:00,1114
22:00:00,1127
22:10:00,1136
22:20:00,1124
22:30:00,1150
22:40:00,1167
22:50:00,1161
23:00:00,1166
23:10:00,1141
23:20:00,1155
23:30:00,1161
23:40:00,1160
23:50:00,1156
