time,value
9:00:00,1
9:10:00,1
9:20:00,2
9:30:00,2
9:40:00,2
9:50:00,1
10:00:00,3
10:10:00,2
10:20:00,2
10:30:00,2
10:40:00,1
11:00:00,1
11:10:00,3
11:30:00,1
11:40:00,2
11:50:00,1
12:00:00,2
12:10:00,1
12:50:00,2
13:00:00,2
13:20:00,1
13:30:00,1
13:40:00,2
13:50:00,1
14:10:00,1
14:20:00,2
14:30:00,1
14:40:00,1
14:50:00,1
15:00:00,1
15:10:00,1
15:20:00,1
15:30:00,2
15:50:00,1
17:10:00,4
17:20:00,3
17:30:00,15
17:40:00,5
17:50:00,1
18:00:00,1
18:10:00,1
18:20:00,1
18:30:00,2
18:40:00,2
18:50:00,1
19:10:00,1
19:20:00,4
