time,value
6:30:00,360
6:40:00,171
9:10:00,2
9:50:00,2
10:00:00,16
10:10:00,7
10:20:00,2
10:30:00,2
11:10:00,1
11:20:00,3
12:00:00,2
13:00:00,82
13:10:00,69
13:20:00,41
13:30:00,5
13:40:00,1
13:50:00,4
14:00:00,4
14:10:00,7
14:20:00,8
14:30:00,1
15:00:00,2
15:10:00,23
16:20:00,1
16:50:00,1
17:00:00,3
17:20:00,1
17:30:00,1
17:50:00,21
18:40:00,5
18:50:00,4
19:00:00,14
19:10:00,4
19:20:00,28
19:30:00,23
19:40:00,29
19:50:00,2
20:00:00,2
20:30:00,6
20:40:00,11
20:50:00,15
21:00:00,18
21:10:00,7
23:30:00,10
23:40:00,5
