time,value
2:20:00,5898
3:30:00,1
3:50:00,1
7:40:00,1
8:10:00,1
8:30:00,1
8:40:00,1
8:50:00,3
9:00:00,1
9:10:00,9
9:20:00,7
9:30:00,15
9:40:00,33
9:50:00,27
10:00:00,29
10:10:00,27
10:20:00,35
10:30:00,20
10:40:00,8
10:50:00,6
11:00:00,11
11:10:00,11
11:20:00,14
11:30:00,11
11:50:00,8
12:00:00,1
12:10:00,3
12:20:00,3
12:30:00,1
12:50:00,7
13:10:00,3
13:20:00,6
13:30:00,2
13:40:00,2
13:50:00,2
14:00:00,3
14:10:00,4
14:20:00,3
14:30:00,7
14:40:00,2
14:50:00,4
15:10:00,4
15:20:00,6
15:30:00,1
15:40:00,12
15:50:00,4
16:00:00,1
16:10:00,4
16:20:00,4
16:30:00,5
16:40:00,6
16:50:00,5
17:00:00,4
17:10:00,2
17:20:00,4
17:30:00,7
17:40:00,5
17:50:00,2
18:00:00,3
18:10:00,4
18:20:00,3
18:30:00,8
18:40:00,3
18:50:00,4
19:00:00,6
19:10:00,6
19:20:00,2
19:30:00,1
19:40:00,1
20:00:00,6
20:20:00,1
21:00:00,1
21:40:00,1
21:50:00,1
