record_time,uplink_length,downlink_length
2019-05-30 22:05:00,1,1
2019-05-30 22:10:00,0,0
2019-05-30 22:15:00,1,1
2019-05-30 22:20:00,1,1
2019-05-30 22:25:00,0,0
2019-05-30 22:30:00,0,0
2019-05-30 22:35:00,0,0
2019-05-30 22:40:00,0,0
2019-05-30 22:45:00,0,0
2019-05-30 22:50:00,0,0
2019-05-30 22:55:00,0,0
2019-05-30 23:00:00,0,0
2019-05-30 23:05:00,0,0
2019-05-30 23:10:00,0,0
2019-05-30 23:15:00,0,0
2019-05-30 23:20:00,0,0
2019-05-30 23:25:00,0,0
2019-05-30 23:30:00,0,0
2019-05-30 23:35:00,1,1
2019-05-30 23:40:00,0,0
2019-05-30 23:45:00,0,0
2019-05-30 23:50:00,30,30
2019-05-30 23:55:00,111,111
