time,value
2:20:00,5167
7:30:00,1
8:10:00,3
8:20:00,4
8:50:00,2
9:00:00,1
9:10:00,2
9:20:00,12
9:30:00,11
9:40:00,22
9:50:00,28
10:00:00,42
10:10:00,29
10:20:00,12
10:30:00,15
10:40:00,9
10:50:00,4
11:00:00,5
11:10:00,4
11:20:00,2
11:30:00,14
11:40:00,3
11:50:00,15
12:00:00,5
12:10:00,3
12:20:00,2
12:40:00,3
13:00:00,1
13:10:00,1
13:20:00,1
13:30:00,1
13:40:00,2
13:50:00,6
14:00:00,9
14:10:00,10
14:20:00,1
14:30:00,4
14:40:00,8
14:50:00,3
15:00:00,5
15:10:00,2
15:20:00,4
15:30:00,3
15:40:00,2
15:50:00,4
16:00:00,3
16:20:00,8
16:30:00,1
16:40:00,2
16:50:00,1
17:10:00,7
17:30:00,1
17:40:00,1
17:50:00,2
18:00:00,1
18:10:00,1
18:20:00,1
18:30:00,1
18:40:00,2
19:00:00,7
19:10:00,13
19:20:00,2
19:30:00,2
19:40:00,2
19:50:00,1
20:00:00,2
20:40:00,1
21:40:00,1
22:00:00,1
22:10:00,1
22:20:00,1
22:40:00,6
22:50:00,5
23:00:00,7
23:10:00,1
23:20:00,3
