time,value
9:40:00,7
9:50:00,12
10:00:00,10
10:10:00,15
10:30:00,22
10:40:00,20
10:50:00,1
11:00:00,17
11:10:00,33
11:20:00,53
11:30:00,19
11:40:00,17
12:40:00,140
12:50:00,210
13:00:00,1
13:10:00,1
13:40:00,530
13:50:00,2
14:10:00,1
14:20:00,3
14:30:00,3
14:40:00,3
14:50:00,2
15:10:00,6
15:20:00,2
15:40:00,7
15:50:00,3
16:00:00,35
16:10:00,65
16:20:00,13
16:30:00,58
16:40:00,16
16:50:00,3
17:00:00,19
17:10:00,10
17:20:00,30
17:30:00,19
17:40:00,4
17:50:00,24
18:00:00,6
18:10:00,21
18:20:00,21
18:30:00,14
18:40:00,16
18:50:00,12
19:00:00,557
19:10:00,102
19:20:00,90
19:30:00,271
19:40:00,2
19:50:00,27
20:30:00,17
20:40:00,2
20:50:00,1
21:00:00,2
21:10:00,1
21:20:00,1
21:40:00,1
22:10:00,1
