time,value
0:00:00,1137
0:10:00,1139
0:20:00,1126
0:30:00,1099
0:40:00,1104
0:50:00,1118
1:00:00,1123
1:10:00,1100
1:20:00,1135
1:30:00,1125
1:40:00,1112
1:50:00,1117
2:00:00,1124
2:10:00,1132
2:20:00,1133
2:30:00,1136
2:40:00,1131
2:50:00,1125
3:00:00,1132
3:10:00,1140
3:20:00,1120
3:30:00,1121
3:40:00,1112
3:50:00,1131
4:00:00,1136
4:10:00,1136
4:20:00,1133
4:30:00,1128
4:40:00,1126
4:50:00,1136
5:00:00,1136
5:10:00,1132
5:20:00,1134
5:30:00,1136
5:40:00,1137
5:50:00,1141
6:00:00,1119
6:10:00,1132
6:20:00,1143
6:30:00,1125
6:40:00,1145
6:50:00,1124
7:00:00,1136
7:10:00,1128
7:20:00,1141
7:30:00,1126
7:40:00,1136
7:50:00,1129
8:00:00,1132
8:10:00,1156
8:20:00,1134
8:30:00,1136
8:40:00,1100
8:50:00,1137
9:00:00,1127
9:10:00,1123
9:20:00,1117
9:30:00,1101
9:40:00,1090
9:50:00,1114
10:00:00,1105
10:10:00,1083
10:20:00,1090
10:30:00,1087
10:40:00,1112
10:50:00,1099
11:00:00,1105
11:10:00,1085
11:20:00,1087
11:30:00,1126
11:40:00,1061
11:50:00,1092
12:00:00,1125
12:10:00,1132
12:20:00,1131
12:30:00,1099
12:40:00,1081
12:50:00,1105
13:00:00,1109
13:10:00,1108
13:20:00,1116
13:30:00,1100
13:40:00,1117
13:50:00,1109
14:00:00,1097
14:10:00,1091
14:20:00,1091
14:30:00,1086
14:40:00,1086
14:50:00,1087
15:00:00,1091
15:10:00,1095
15:20:00,1105
15:30:00,1082
15:40:00,1123
15:50:00,1112
16:00:00,1116
16:10:00,1114
16:20:00,1118
16:30:00,1089
16:40:00,1095
16:50:00,1122
17:00:00,1116
17:10:00,1117
17:20:00,1091
17:30:00,1098
17:40:00,1088
17:50:00,1099
18:00:00,1089
18:10:00,1087
18:20:00,1102
18:30:00,1113
18:40:00,1088
18:50:00,1092
19:00:00,1107
19:10:00,1102
19:20:00,1091
19:30:00,1096
19:40:00,1113
19:50:00,1105
20:00:00,1110
20:10:00,1116
20:20:00,1100
20:30:00,1133
20:40:00,1119
20:50:00,1130
21:00:00,1116
21:10:00,1115
21:20:00,1113
21:30:00,1134
21:40:00,1111
21:50:00,1130
22:00:00,1136
22:10:00,1121
22:20:00,1093
22:30:00,1097
22:40:00,1117
22:50:00,1120
23:00:00,1155
23:10:00,1169
23:20:00,1161
23:30:00,1161
23:40:00,1157
23:50:00,1149
