time,value
0:00:00,353
0:10:00,370
0:20:00,356
0:30:00,351
0:40:00,358
0:50:00,329
1:00:00,329
1:10:00,303
1:20:00,328
1:30:00,326
1:40:00,318
1:50:00,314
2:00:00,327
2:10:00,326
2:20:00,298
2:30:00,320
2:40:00,337
2:50:00,331
3:00:00,358
3:10:00,339
3:20:00,313
3:30:00,312
3:40:00,324
3:50:00,273
4:00:00,252
4:10:00,245
4:20:00,275
4:30:00,341
4:40:00,296
4:50:00,269
5:00:00,277
5:10:00,304
5:20:00,320
5:30:00,324
5:40:00,311
5:50:00,327
6:00:00,297
6:10:00,291
6:20:00,284
6:30:00,279
6:40:00,298
6:50:00,270
7:00:00,300
7:10:00,295
7:20:00,297
7:30:00,254
7:40:00,237
7:50:00,304
8:00:00,281
8:10:00,287
8:20:00,310
8:30:00,319
8:40:00,303
8:50:00,277
9:00:00,303
9:10:00,301
9:20:00,284
9:30:00,308
9:40:00,293
9:50:00,296
10:00:00,274
10:10:00,261
10:20:00,268
10:30:00,1760
10:40:00,2610
10:50:00,2502
11:00:00,2564
11:10:00,2300
11:20:00,2658
11:30:00,2426
11:40:00,2267
11:50:00,2456
12:00:00,2558
12:10:00,2424
12:20:00,2435
12:30:00,2366
12:40:00,2552
12:50:00,2880
13:00:00,2773
13:10:00,2760
13:20:00,2754
13:30:00,2777
13:40:00,2752
13:50:00,2723
14:00:00,2679
14:10:00,2645
14:20:00,2665
14:30:00,2632
14:40:00,2638
14:50:00,2567
15:00:00,2708
15:10:00,2674
15:20:00,2720
15:30:00,2430
15:40:00,2477
15:50:00,2448
16:00:00,2512
16:10:00,2444
16:20:00,2488
16:30:00,2578
16:40:00,2482
16:50:00,2509
17:00:00,2604
17:10:00,2702
17:20:00,2653
17:30:00,2422
17:40:00,1878
17:50:00,1718
18:00:00,1731
18:10:00,1741
18:20:00,1816
18:30:00,1732
18:40:00,1734
18:50:00,1696
19:00:00,1865
19:10:00,1910
19:20:00,1832
19:30:00,1978
19:40:00,2056
19:50:00,2037
20:00:00,2080
20:10:00,1985
20:20:00,1919
20:30:00,1968
20:40:00,1903
20:50:00,1881
21:00:00,1868
21:10:00,2046
21:20:00,2003
21:30:00,2089
21:40:00,2030
21:50:00,2109
22:00:00,2147
22:10:00,2065
22:20:00,2033
22:30:00,2014
22:40:00,2074
22:50:00,2081
23:00:00,2188
23:10:00,2194
23:20:00,2136
23:30:00,2153
23:40:00,2017
23:50:00,1876
