record_time,uplink_length,downlink_length
2019-06-04 09:35:00,11,11
2019-06-04 09:40:00,1,1
2019-06-04 09:45:00,0,0
2019-06-04 09:50:00,3,3
2019-06-04 09:55:00,0,0
2019-06-04 10:00:00,0,0
2019-06-04 10:05:00,0,0
2019-06-04 10:10:00,3,3
2019-06-04 10:15:00,75,75
2019-06-04 10:20:00,250,250
2019-06-04 10:25:00,158,158
2019-06-04 10:30:00,345,345
2019-06-04 10:35:00,185,185
2019-06-04 10:40:00,74,74
2019-06-04 10:45:00,74,74
2019-06-04 10:50:00,0,0
2019-06-04 10:55:00,0,0
2019-06-04 11:00:00,0,0
2019-06-04 11:05:00,150,150
2019-06-04 11:10:00,3,3
2019-06-04 11:15:00,0,0
2019-06-04 11:20:00,150,150
2019-06-04 11:25:00,0,0
2019-06-04 11:30:00,0,0
2019-06-04 11:35:00,99,99
2019-06-04 11:40:00,179,179
2019-06-04 11:45:00,208,208
2019-06-04 11:50:00,194,194
2019-06-04 11:55:00,95,95
2019-06-04 12:00:00,220,220
2019-06-04 12:05:00,57,57
2019-06-04 12:10:00,0,0
2019-06-04 12:15:00,0,0
2019-06-04 12:20:00,0,0
2019-06-04 12:25:00,0,0
2019-06-04 12:30:00,0,0
2019-06-04 12:35:00,0,0
2019-06-04 12:40:00,0,0
2019-06-04 12:45:00,0,0
2019-06-04 12:50:00,0,0
2019-06-04 12:55:00,0,0
2019-06-04 13:00:00,0,0
2019-06-04 13:05:00,0,0
2019-06-04 13:10:00,0,0
2019-06-04 13:15:00,0,0
2019-06-04 13:20:00,0,0
2019-06-04 13:25:00,0,0
2019-06-04 13:30:00,0,0
2019-06-04 13:35:00,0,0
2019-06-04 13:40:00,0,0
2019-06-04 13:45:00,92,92
2019-06-04 13:50:00,0,0
2019-06-04 13:55:00,0,0
2019-06-04 14:00:00,0,0
2019-06-04 14:05:00,0,0
2019-06-04 14:10:00,0,0
2019-06-04 14:15:00,79,79
2019-06-04 14:20:00,0,0
2019-06-04 14:25:00,0,0
2019-06-04 14:30:00,0,0
2019-06-04 14:35:00,0,0
2019-06-04 14:40:00,0,0
2019-06-04 14:45:00,0,0
2019-06-04 14:50:00,0,0
2019-06-04 14:55:00,0,0
2019-06-04 15:00:00,0,0
2019-06-04 15:05:00,0,0
2019-06-04 15:10:00,0,0
2019-06-04 15:15:00,1,1
2019-06-04 15:20:00,0,0
2019-06-04 15:25:00,0,0
2019-06-04 15:30:00,0,0
2019-06-04 15:35:00,0,0
2019-06-04 15:40:00,0,0
2019-06-04 15:45:00,0,0
2019-06-04 15:50:00,0,0
2019-06-04 15:55:00,0,0
2019-06-04 16:00:00,0,0
2019-06-04 16:05:00,0,0
2019-06-04 16:10:00,57,57
2019-06-04 16:15:00,73,73
2019-06-04 16:20:00,0,0
2019-06-04 16:25:00,0,0
2019-06-04 16:30:00,0,0
2019-06-04 16:35:00,0,0
2019-06-04 16:40:00,0,0
2019-06-04 16:45:00,0,0
2019-06-04 16:50:00,0,0
2019-06-04 16:55:00,0,0
2019-06-04 17:00:00,0,0
2019-06-04 17:05:00,73,73
2019-06-04 17:10:00,0,0
2019-06-04 17:15:00,54,54
2019-06-04 17:20:00,140,140
2019-06-04 17:25:00,70,70
2019-06-04 17:30:00,140,140
2019-06-04 17:35:00,208,208
2019-06-04 17:40:00,0,0
2019-06-04 17:45:00,0,0
2019-06-04 17:50:00,0,0
2019-06-04 17:55:00,0,0
2019-06-04 18:00:00,0,0
2019-06-04 18:05:00,134,134
2019-06-04 18:10:00,0,0
2019-06-04 18:15:00,134,134
2019-06-04 18:20:00,62,62
2019-06-04 18:25:00,127,127
2019-06-04 18:30:00,67,67
2019-06-04 18:35:00,268,268
2019-06-04 18:40:00,212,212
2019-06-04 18:45:00,205,205
2019-06-04 18:50:00,140,140
2019-06-04 18:55:00,350,350
2019-06-04 19:00:00,140,140
2019-06-04 19:05:00,170,170
2019-06-04 19:10:00,130,130
2019-06-04 19:15:00,197,197
