record_time,uplink_length,downlink_length
2019-06-03 00:00:00,296,296
2019-06-03 00:05:00,296,296
2019-06-03 00:10:00,297,297
2019-06-03 00:15:00,296,296
2019-06-03 00:20:00,296,296
2019-06-03 00:25:00,297,297
2019-06-03 00:30:00,296,296
2019-06-03 00:35:00,296,296
2019-06-03 00:40:00,297,297
2019-06-03 00:45:00,296,296
2019-06-03 00:50:00,295,295
2019-06-03 00:55:00,297,297
2019-06-03 01:00:00,296,296
2019-06-03 01:05:00,296,296
2019-06-03 01:10:00,298,298
2019-06-03 01:15:00,296,296
2019-06-03 01:20:00,303,303
2019-06-03 01:25:00,304,304
2019-06-03 01:30:00,296,296
2019-06-03 01:35:00,295,295
2019-06-03 01:40:00,297,297
2019-06-03 01:45:00,296,296
2019-06-03 01:50:00,296,296
2019-06-03 01:55:00,297,297
2019-06-03 02:00:00,296,296
2019-06-03 02:05:00,296,296
2019-06-03 02:10:00,298,298
2019-06-03 02:15:00,296,296
2019-06-03 02:20:00,295,295
2019-06-03 02:25:00,297,297
2019-06-03 02:30:00,297,297
2019-06-03 02:35:00,296,296
2019-06-03 02:40:00,297,297
2019-06-03 02:45:00,296,296
2019-06-03 02:50:00,296,296
2019-06-03 02:55:00,297,297
2019-06-03 03:00:00,295,295
2019-06-03 03:05:00,296,296
2019-06-03 03:10:00,298,298
2019-06-03 03:15:00,315,315
2019-06-03 03:20:00,296,296
2019-06-03 03:25:00,297,297
2019-06-03 03:30:00,296,296
2019-06-03 03:35:00,296,296
2019-06-03 03:40:00,297,297
2019-06-03 03:45:00,295,295
2019-06-03 03:50:00,296,296
2019-06-03 03:55:00,297,297
2019-06-03 04:00:00,296,296
2019-06-03 04:05:00,296,296
2019-06-03 04:10:00,298,298
2019-06-03 04:15:00,296,296
2019-06-03 04:20:00,296,296
2019-06-03 04:25:00,296,296
2019-06-03 04:30:00,296,296
2019-06-03 04:35:00,296,296
2019-06-03 04:40:00,297,297
2019-06-03 04:45:00,303,303
2019-06-03 04:50:00,296,296
2019-06-03 04:55:00,297,297
2019-06-03 05:00:00,296,296
2019-06-03 05:05:00,305,305
2019-06-03 05:10:00,298,298
2019-06-03 05:15:00,296,296
2019-06-03 05:20:00,296,296
2019-06-03 05:25:00,299,299
2019-06-03 05:30:00,296,296
2019-06-03 05:35:00,296,296
2019-06-03 05:40:00,298,298
2019-06-03 05:45:00,296,296
2019-06-03 05:50:00,295,295
2019-06-03 05:55:00,297,297
2019-06-03 06:00:00,296,296
2019-06-03 06:05:00,296,296
2019-06-03 06:10:00,299,299
2019-06-03 06:15:00,296,296
2019-06-03 06:20:00,296,296
2019-06-03 06:25:00,297,297
2019-06-03 06:30:00,296,296
2019-06-03 06:35:00,295,295
2019-06-03 06:40:00,306,306
2019-06-03 06:45:00,296,296
2019-06-03 06:50:00,296,296
2019-06-03 06:55:00,297,297
2019-06-03 07:00:00,303,303
2019-06-03 07:05:00,296,296
2019-06-03 07:10:00,298,298
2019-06-03 07:15:00,296,296
2019-06-03 07:20:00,309,309
2019-06-03 07:25:00,297,297
2019-06-03 07:30:00,296,296
2019-06-03 07:35:00,296,296
2019-06-03 07:40:00,297,297
2019-06-03 07:45:00,296,296
2019-06-03 07:50:00,296,296
2019-06-03 07:55:00,297,297
2019-06-03 08:00:00,295,295
2019-06-03 08:05:00,296,296
2019-06-03 08:10:00,298,298
2019-06-03 08:15:00,297,297
2019-06-03 08:20:00,296,296
2019-06-03 08:25:00,309,309
2019-06-03 08:30:00,296,296
2019-06-03 08:35:00,296,296
2019-06-03 08:40:00,304,304
2019-06-03 08:45:00,295,295
2019-06-03 08:50:00,296,296
2019-06-03 08:55:00,297,297
2019-06-03 09:00:00,296,296
2019-06-03 09:05:00,296,296
2019-06-03 09:10:00,298,298
2019-06-03 09:15:00,296,296
2019-06-03 09:20:00,295,295
2019-06-03 09:25:00,297,297
2019-06-03 09:30:00,295,295
2019-06-03 09:35:00,296,296
2019-06-03 09:40:00,295,295
2019-06-03 09:45:00,294,294
2019-06-03 09:50:00,294,294
2019-06-03 09:55:00,296,296
2019-06-03 10:00:00,309,309
2019-06-03 10:05:00,293,293
2019-06-03 10:10:00,296,296
2019-06-03 10:15:00,293,293
2019-06-03 10:20:00,296,296
2019-06-03 10:25:00,295,295
2019-06-03 10:30:00,294,294
2019-06-03 10:35:00,295,295
2019-06-03 10:40:00,300,300
2019-06-03 10:45:00,303,303
2019-06-03 10:50:00,300,300
2019-06-03 10:55:00,301,301
2019-06-03 11:00:00,168,168
2019-06-03 11:05:00,227,227
2019-06-03 11:10:00,235,235
2019-06-03 11:15:00,313,313
2019-06-03 11:20:00,314,314
2019-06-03 11:25:00,306,306
2019-06-03 11:30:00,300,300
2019-06-03 11:35:00,304,304
2019-06-03 11:40:00,289,289
2019-06-03 11:45:00,301,301
2019-06-03 11:50:00,300,300
2019-06-03 11:55:00,309,309
2019-06-03 12:00:00,295,295
2019-06-03 12:05:00,300,300
2019-06-03 12:10:00,296,296
2019-06-03 12:15:00,297,297
2019-06-03 12:20:00,308,308
2019-06-03 12:25:00,297,297
2019-06-03 12:30:00,295,295
2019-06-03 12:35:00,296,296
2019-06-03 12:40:00,297,297
2019-06-03 12:45:00,296,296
2019-06-03 12:50:00,300,300
2019-06-03 12:55:00,297,297
2019-06-03 13:00:00,300,300
2019-06-03 13:05:00,296,296
2019-06-03 13:10:00,298,298
2019-06-03 13:15:00,294,294
2019-06-03 13:20:00,296,296
2019-06-03 13:25:00,301,301
2019-06-03 13:30:00,312,312
2019-06-03 13:35:00,301,301
2019-06-03 13:40:00,297,297
2019-06-03 13:45:00,295,295
2019-06-03 13:50:00,295,295
2019-06-03 13:55:00,296,296
2019-06-03 14:00:00,293,293
2019-06-03 14:05:00,295,295
2019-06-03 14:10:00,308,308
2019-06-03 14:15:00,302,302
2019-06-03 14:20:00,292,292
2019-06-03 14:25:00,306,306
2019-06-03 14:30:00,340,340
2019-06-03 14:35:00,298,298
2019-06-03 14:40:00,296,296
2019-06-03 14:45:00,299,299
2019-06-03 14:50:00,294,294
2019-06-03 14:55:00,299,299
2019-06-03 15:00:00,294,294
2019-06-03 15:05:00,300,300
2019-06-03 15:10:00,300,300
2019-06-03 15:15:00,295,295
2019-06-03 15:20:00,317,317
2019-06-03 15:25:00,306,306
2019-06-03 15:30:00,303,303
2019-06-03 15:35:00,301,301
2019-06-03 15:40:00,300,300
2019-06-03 15:45:00,314,314
2019-06-03 15:50:00,295,295
