time,value
0:00:00,1144
0:10:00,1144
0:20:00,1140
0:30:00,1150
0:40:00,1151
0:50:00,1146
1:00:00,1148
1:10:00,1154
1:20:00,1158
1:30:00,1142
1:40:00,1159
1:50:00,1154
2:00:00,1151
2:10:00,1156
2:20:00,1144
2:30:00,1140
2:40:00,1158
2:50:00,1143
3:00:00,1154
3:10:00,1146
3:20:00,1139
3:30:00,1151
3:40:00,1155
3:50:00,1153
4:00:00,1154
4:10:00,1140
4:20:00,1148
4:30:00,1147
4:40:00,1148
4:50:00,1150
5:00:00,1148
5:10:00,1150
5:20:00,1149
5:30:00,1152
5:40:00,1133
5:50:00,1161
6:00:00,1143
6:10:00,1153
6:20:00,1160
6:30:00,1163
6:40:00,1161
6:50:00,1133
7:00:00,1149
7:10:00,1151
7:20:00,1162
7:30:00,1156
7:40:00,1151
7:50:00,1159
8:00:00,1157
8:10:00,1157
8:20:00,1147
8:30:00,1142
8:40:00,1134
8:50:00,1148
9:00:00,1150
9:10:00,1148
9:20:00,1108
9:30:00,1065
9:40:00,1033
9:50:00,1001
10:00:00,1026
10:10:00,933
10:20:00,947
10:30:00,996
10:40:00,1068
10:50:00,1056
11:00:00,1057
11:10:00,1063
11:20:00,1030
11:30:00,1026
11:40:00,1030
11:50:00,1004
12:00:00,1075
12:10:00,1065
12:20:00,1098
12:30:00,1063
12:40:00,1067
12:50:00,1097
13:00:00,1058
13:10:00,1102
13:20:00,1075
13:30:00,1068
13:40:00,1055
13:50:00,1023
14:00:00,1060
14:10:00,1040
14:20:00,1055
14:30:00,1045
14:40:00,989
14:50:00,1037
15:00:00,1028
15:10:00,1008
15:20:00,990
15:30:00,1006
15:40:00,997
15:50:00,1018
16:00:00,1041
16:10:00,1019
16:20:00,1035
16:30:00,1051
16:40:00,1066
16:50:00,1040
17:00:00,1063
17:10:00,1032
17:20:00,989
17:30:00,1018
17:40:00,1008
17:50:00,1025
18:00:00,1051
18:10:00,1019
18:20:00,1061
18:30:00,1076
18:40:00,1104
18:50:00,1072
19:00:00,1038
19:10:00,1106
19:20:00,1088
19:30:00,1085
19:40:00,1104
19:50:00,1132
20:00:00,1097
20:10:00,1120
20:20:00,1094
20:30:00,1090
20:40:00,1129
20:50:00,1145
21:00:00,1142
21:10:00,1157
21:20:00,1157
21:30:00,1158
21:40:00,1158
21:50:00,1185
22:00:00,1169
22:10:00,1167
22:20:00,1154
22:30:00,1174
22:40:00,1168
22:50:00,1166
23:00:00,1156
23:10:00,1160
23:20:00,1163
23:30:00,1159
23:40:00,1150
23:50:00,1145
