indexs,10.24.49.154,10.24.49.154,10.24.64.118,10.39.11.174,10.39.18.40,10.49.137.199,10.49.137.87,10.49.223.163,10.49.223.194,10.49.253.35,10.49.253.53,10.49.36.147,10.49.81.218
2019-06-02 00:10:00,1.0,1.0,1085,0,0,0.0,0.0,0.0,0.0,309,12,1145.0,17
2019-06-02 00:20:00,0.0,0.0,1060,0,0,0.0,0.0,0.0,0.0,304,12,853.0,59
2019-06-02 00:30:00,0.0,0.0,1071,0,0,0.0,0.0,0.0,0.0,305,12,586.0,31
2019-06-02 00:40:00,0.0,0.0,1059,0,0,0.0,0.0,0.0,0.0,303,12,416.0,17
2019-06-02 00:50:00,3.0,3.0,1017,0,0,0.0,0.0,0.0,0.0,305,12,0.0,101
2019-06-02 01:00:00,0.0,0.0,1047,0,0,0.0,0.0,0.0,0.0,301,12,0.0,50
2019-06-02 01:10:00,3.0,3.0,1057,0,0,0.0,0.0,1.0,0.0,297,11,0.0,22
2019-06-02 01:20:00,0.0,0.0,1064,0,0,0.0,0.0,0.0,0.0,298,12,0.0,78
2019-06-02 01:30:00,0.0,0.0,1034,0,0,0.0,0.0,0.0,0.0,298,12,0.0,31
2019-06-02 01:40:00,32.0,32.0,1074,0,0,0.0,0.0,0.0,0.0,299,12,0.0,15
2019-06-02 01:50:00,0.0,0.0,1062,0,0,0.0,0.0,0.0,0.0,298,12,0.0,106
2019-06-02 02:00:00,0.0,0.0,1086,0,0,0.0,0.0,0.0,0.0,297,10,0.0,626
2019-06-02 02:10:00,3.0,3.0,1064,0,0,0.0,0.0,1.0,0.0,296,12,0.0,276
2019-06-02 02:20:00,0.0,0.0,1064,0,0,0.0,0.0,0.0,0.0,299,12,0.0,297
2019-06-02 02:30:00,0.0,0.0,1085,0,0,0.0,0.0,0.0,0.0,298,12,0.0,30
2019-06-02 02:40:00,0.0,0.0,1074,0,0,0.0,0.0,0.0,0.0,299,12,0.0,17
2019-06-02 02:50:00,0.0,0.0,1057,0,0,0.0,0.0,0.0,0.0,298,12,0.0,103
2019-06-02 03:00:00,0.0,0.0,1080,0,0,0.0,0.0,0.0,0.0,297,12,0.0,52
2019-06-02 03:10:00,3.0,3.0,1042,0,0,0.0,0.0,1.0,0.0,297,12,0.0,21
2019-06-02 03:20:00,0.0,0.0,1090,0,0,0.0,0.0,0.0,0.0,298,12,0.0,20
2019-06-02 03:30:00,0.0,0.0,1020,0,0,0.0,0.0,0.0,0.0,295,12,0.0,92
2019-06-02 03:40:00,0.0,0.0,1078,0,0,0.0,0.0,0.0,0.0,297,12,0.0,13
2019-06-02 03:50:00,0.0,0.0,1036,0,0,0.0,0.0,0.0,0.0,291,12,0.0,104
2019-06-02 04:00:00,0.0,0.0,1041,0,0,0.0,0.0,0.0,0.0,297,12,0.0,129
2019-06-02 04:10:00,3.0,3.0,1029,0,0,0.0,0.0,1.0,0.0,295,12,0.0,24
2019-06-02 04:20:00,0.0,0.0,1058,0,0,0.0,0.0,0.0,0.0,297,12,0.0,21
2019-06-02 04:30:00,0.0,0.0,1066,0,0,0.0,0.0,0.0,0.0,293,12,0.0,65
2019-06-02 04:40:00,0.0,0.0,1070,0,0,0.0,0.0,0.0,0.0,295,12,0.0,22
2019-06-02 04:50:00,0.0,0.0,1071,0,0,0.0,0.0,0.0,6.0,293,12,0.0,114
2019-06-02 05:00:00,0.0,0.0,1083,0,0,0.0,1.0,1.0,5.0,292,12,0.0,57
2019-06-02 05:10:00,3.0,3.0,1043,0,0,0.0,0.0,1.0,6.0,294,12,0.0,18
2019-06-02 05:20:00,0.0,0.0,1066,0,0,0.0,0.0,47.0,1.0,295,12,0.0,18
2019-06-02 05:30:00,0.0,0.0,1041,0,0,0.0,0.0,924.0,0.0,294,12,0.0,73
2019-06-02 05:40:00,0.0,0.0,1044,0,0,0.0,0.0,0.0,0.0,289,12,0.0,37
2019-06-02 05:50:00,385.0,385.0,1034,0,0,0.0,0.0,0.0,0.0,293,11,0.0,112
2019-06-02 06:00:00,0.0,0.0,1077,0,0,0.0,0.0,0.0,0.0,293,10,0.0,25
2019-06-02 06:10:00,3.0,3.0,1074,0,0,0.0,0.0,1.0,0.0,295,12,0.0,122
2019-06-02 06:20:00,0.0,0.0,1069,0,0,0.0,0.0,0.0,0.0,296,12,0.0,17
2019-06-02 06:30:00,0.0,0.0,1064,0,0,0.0,0.0,0.0,0.0,297,12,0.0,72
2019-06-02 06:40:00,0.0,0.0,1057,0,0,0.0,0.0,0.0,0.0,297,12,0.0,14
2019-06-02 06:50:00,0.0,0.0,1058,0,0,0.0,0.0,0.0,0.0,299,12,0.0,115
2019-06-02 07:00:00,0.0,0.0,1064,0,0,0.0,4832.0,0.0,0.0,298,12,0.0,30
2019-06-02 07:10:00,3.0,3.0,1049,0,0,0.0,0.0,1.0,0.0,300,12,0.0,51
2019-06-02 07:20:00,0.0,0.0,1179,0,0,0.0,0.0,0.0,0.0,300,11,0.0,16
