indexs,10.24.49.154,10.24.49.154,10.24.64.118,10.39.11.174,10.39.18.40,10.49.137.199,10.49.137.87,10.49.223.163,10.49.223.194,10.49.253.35,10.49.253.53,10.49.36.147,10.49.81.218
2019-06-11 00:30:00,3.0,3.0,1044,0.0,98.0,0.0,0.0,1.0,0.0,388,27,0.0,193
2019-06-11 00:40:00,0.0,0.0,1067,0.0,98.0,0.0,0.0,104.0,0.0,386,28,0.0,126
2019-06-11 00:50:00,0.0,0.0,1062,0.0,96.0,0.0,0.0,628.0,0.0,383,28,0.0,160
2019-06-11 01:00:00,0.0,0.0,1056,0.0,97.0,0.0,0.0,3222.0,0.0,392,27,0.0,73
2019-06-11 01:10:00,3.0,3.0,1040,0.0,99.0,0.0,0.0,98.0,0.0,386,28,0.0,37
2019-06-11 01:20:00,0.0,0.0,1043,0.0,96.0,0.0,0.0,98.0,0.0,382,28,0.0,98
2019-06-11 01:30:00,0.0,0.0,1034,0.0,97.0,0.0,0.0,98.0,0.0,382,28,0.0,124
2019-06-11 01:40:00,0.0,0.0,1055,0.0,97.0,0.0,0.0,102.0,0.0,384,26,0.0,59
2019-06-11 01:50:00,0.0,0.0,1040,0.0,95.0,0.0,0.0,2017.0,0.0,380,28,0.0,896
2019-06-11 02:00:00,0.0,0.0,1042,0.0,95.0,0.0,0.0,48.0,0.0,371,28,0.0,349
2019-06-11 02:10:00,3.0,3.0,993,0.0,97.0,0.0,0.0,49.0,0.0,378,28,0.0,550
2019-06-11 02:20:00,0.0,0.0,1037,0.0,96.0,0.0,0.0,35.0,0.0,377,27,0.0,333
2019-06-11 02:30:00,0.0,0.0,1066,0.0,97.0,0.0,0.0,0.0,0.0,370,28,0.0,161
2019-06-11 02:40:00,0.0,0.0,1049,0.0,97.0,0.0,0.0,62.0,0.0,376,28,0.0,136
2019-06-11 02:50:00,0.0,0.0,1057,0.0,98.0,0.0,0.0,0.0,0.0,369,26,0.0,179
2019-06-11 03:00:00,0.0,0.0,1062,0.0,96.0,0.0,0.0,0.0,0.0,369,26,0.0,69
2019-06-11 03:10:00,3.0,3.0,1046,0.0,96.0,0.0,0.0,1.0,0.0,363,24,0.0,33
2019-06-11 03:20:00,0.0,0.0,1045,0.0,93.0,0.0,0.0,0.0,0.0,359,24,0.0,73
2019-06-11 03:30:00,0.0,0.0,1056,0.0,95.0,0.0,0.0,0.0,0.0,363,24,0.0,117
2019-06-11 03:40:00,0.0,0.0,1031,0.0,96.0,0.0,0.0,0.0,0.0,366,24,0.0,73
2019-06-11 03:50:00,0.0,0.0,1030,0.0,97.0,0.0,0.0,14.0,0.0,362,24,0.0,91
2019-06-11 04:00:00,0.0,0.0,1041,0.0,96.0,0.0,0.0,910.0,0.0,361,24,0.0,69
2019-06-11 04:10:00,3.0,3.0,1038,0.0,95.0,0.0,0.0,1.0,0.0,366,24,0.0,33
2019-06-11 04:20:00,0.0,0.0,1051,0.0,98.0,0.0,0.0,0.0,0.0,366,24,0.0,88
2019-06-11 04:30:00,0.0,0.0,1067,0.0,95.0,0.0,0.0,0.0,0.0,367,24,0.0,88
2019-06-11 04:40:00,0.0,0.0,1056,0.0,97.0,0.0,0.0,62.0,0.0,364,24,0.0,146
2019-06-11 04:50:00,0.0,0.0,1070,0.0,97.0,0.0,0.0,0.0,0.0,364,24,0.0,167
2019-06-11 05:00:00,0.0,0.0,1072,0.0,98.0,0.0,0.0,0.0,0.0,366,24,0.0,65
2019-06-11 05:10:00,3.0,3.0,1068,0.0,93.0,0.0,0.0,1.0,0.0,365,24,0.0,49
2019-06-11 05:20:00,0.0,0.0,1075,0.0,98.0,0.0,0.0,48.0,0.0,364,23,0.0,343
2019-06-11 05:30:00,0.0,0.0,1065,0.0,96.0,0.0,0.0,0.0,0.0,368,24,0.0,78
2019-06-11 05:40:00,0.0,0.0,1073,0.0,96.0,0.0,0.0,0.0,0.0,364,24,0.0,96
2019-06-11 05:50:00,0.0,0.0,1038,0.0,98.0,0.0,0.0,0.0,0.0,363,24,0.0,113
2019-06-11 06:00:00,0.0,0.0,1052,0.0,94.0,0.0,0.0,11.0,0.0,364,24,0.0,70
2019-06-11 06:10:00,3.0,3.0,1060,0.0,98.0,0.0,0.0,914.0,0.0,364,23,0.0,31
2019-06-11 06:20:00,0.0,0.0,1070,0.0,97.0,0.0,0.0,0.0,0.0,361,24,0.0,42
2019-06-11 06:30:00,0.0,0.0,1050,0.0,99.0,0.0,0.0,0.0,0.0,361,23,0.0,113
2019-06-11 06:40:00,0.0,0.0,1082,0.0,99.0,0.0,0.0,0.0,0.0,370,23,0.0,110
2019-06-11 06:50:00,0.0,0.0,1018,0.0,97.0,0.0,0.0,79.0,0.0,366,24,0.0,134
2019-06-11 07:00:00,0.0,0.0,1051,0.0,98.0,0.0,0.0,0.0,0.0,369,23,0.0,141
2019-06-11 07:10:00,3.0,3.0,1046,0.0,99.0,0.0,0.0,1.0,0.0,372,23,0.0,34
2019-06-11 07:20:00,0.0,0.0,1068,0.0,96.0,0.0,0.0,0.0,0.0,378,24,0.0,60
2019-06-11 07:30:00,0.0,0.0,1270,0.0,97.0,0.0,0.0,23.0,0.0,383,24,0.0,114
2019-06-11 07:40:00,0.0,0.0,1047,0.0,96.0,0.0,0.0,28.0,0.0,383,20,0.0,97
2019-06-11 07:50:00,0.0,0.0,1071,0.0,97.0,0.0,0.0,0.0,0.0,389,25,0.0,97
2019-06-11 08:00:00,0.0,0.0,1061,0.0,97.0,0.0,0.0,0.0,0.0,405,23,0.0,82
2019-06-11 08:10:00,3.0,3.0,1066,0.0,99.0,0.0,0.0,69.0,2.0,407,24,0.0,49
2019-06-11 08:20:00,0.0,0.0,1067,0.0,97.0,0.0,0.0,899.0,1.0,412,24,0.0,40
2019-06-11 08:30:00,0.0,0.0,1067,0.0,97.0,0.0,0.0,0.0,2.0,425,23,0.0,111
2019-06-11 08:40:00,0.0,0.0,1044,0.0,96.0,0.0,0.0,0.0,0.0,452,22,0.0,100
2019-06-11 08:50:00,0.0,0.0,1059,0.0,97.0,0.0,0.0,71.0,1.0,516,30,0.0,248
2019-06-11 09:00:00,0.0,0.0,1041,21.0,96.0,0.0,0.0,0.0,3.0,597,37,0.0,363
2019-06-11 09:10:00,3.0,3.0,1071,21.0,94.0,0.0,0.0,45.0,1.0,741,47,0.0,348
2019-06-11 09:20:00,0.0,0.0,1053,43.0,93.0,0.0,0.0,0.0,5.0,1012,72,1.0,400
2019-06-11 09:30:00,0.0,0.0,1050,18.0,94.0,0.0,0.0,0.0,11.0,1306,83,0.0,664
2019-06-11 09:40:00,0.0,0.0,1041,33.0,95.0,0.0,8.0,2.0,13.0,1632,110,1.0,592
2019-06-11 09:50:00,0.0,0.0,1059,546.0,97.0,0.0,4578.0,1052.0,8.0,1972,119,1.0,1110
2019-06-11 10:00:00,0.0,0.0,1054,82.0,113.0,0.0,5910.0,671.0,8.0,2182,133,0.0,885
2019-06-11 10:10:00,35.0,35.0,1032,83.0,17.0,35.0,12022.0,303.0,10.0,2237,137,3.0,1220
2019-06-11 10:20:00,5009.0,5009.0,1039,111.0,0.0,2.0,12313.0,417.0,7.0,2242,139,0.0,782
