indexs,10.24.49.154,10.24.49.154,10.24.64.118,10.39.11.174,10.39.18.40,10.49.137.199,10.49.137.87,10.49.223.163,10.49.223.194,10.49.253.35,10.49.253.53,10.49.36.147,10.49.81.218
2019-06-05 00:10:00,1.0,1.0,1047,0.0,0.0,0.0,0.0,0.0,0.0,493,25,0.0,57
2019-06-05 00:20:00,0.0,0.0,1066,0.0,0.0,0.0,0.0,0.0,0.0,494,24,321.0,144
2019-06-05 00:30:00,0.0,0.0,1061,0.0,0.0,0.0,0.0,0.0,0.0,488,24,1176.0,75
2019-06-05 00:40:00,3.0,3.0,1060,0.0,0.0,0.0,0.0,1.0,0.0,481,24,1149.0,31
2019-06-05 00:50:00,84.0,84.0,1049,0.0,0.0,0.0,0.0,59.0,0.0,475,24,919.0,134
2019-06-05 01:00:00,2626.0,2626.0,951,0.0,0.0,0.0,0.0,14.0,0.0,470,24,577.0,79
2019-06-05 01:10:00,3.0,3.0,1053,0.0,0.0,0.0,0.0,1.0,0.0,471,24,371.0,39
2019-06-05 01:20:00,0.0,0.0,1068,0.0,0.0,0.0,0.0,0.0,0.0,466,24,0.0,95
2019-06-05 01:30:00,0.0,0.0,1062,0.0,0.0,0.0,0.0,0.0,0.0,461,24,0.0,79
2019-06-05 01:40:00,32.0,32.0,1073,0.0,0.0,0.0,0.0,0.0,0.0,459,24,0.0,29
2019-06-05 01:50:00,0.0,0.0,1057,0.0,0.0,0.0,0.0,0.0,0.0,453,24,0.0,142
2019-06-05 02:00:00,0.0,0.0,1071,0.0,0.0,0.0,0.0,0.0,0.0,449,24,0.0,870
2019-06-05 02:10:00,3.0,3.0,1068,0.0,0.0,0.0,0.0,1.0,0.0,451,24,0.0,530
2019-06-05 02:20:00,0.0,0.0,1017,0.0,0.0,0.0,0.0,0.0,0.0,448,24,0.0,374
2019-06-05 02:30:00,0.0,0.0,1092,0.0,0.0,0.0,0.0,0.0,0.0,451,24,0.0,79
2019-06-05 02:40:00,0.0,0.0,1071,0.0,0.0,0.0,0.0,0.0,0.0,447,24,0.0,26
2019-06-05 02:50:00,0.0,0.0,1068,0.0,0.0,0.0,0.0,58.0,0.0,448,24,0.0,131
2019-06-05 03:00:00,0.0,0.0,1071,0.0,0.0,0.0,0.0,9.0,0.0,447,24,0.0,83
2019-06-05 03:10:00,3.0,3.0,1070,0.0,0.0,0.0,0.0,1.0,0.0,449,20,0.0,25
2019-06-05 03:20:00,0.0,0.0,1059,0.0,0.0,0.0,0.0,0.0,0.0,445,20,0.0,95
2019-06-05 03:30:00,0.0,0.0,1070,0.0,0.0,0.0,0.0,0.0,0.0,442,19,0.0,75
2019-06-05 03:40:00,0.0,0.0,1054,0.0,0.0,0.0,0.0,0.0,0.0,437,20,0.0,29
2019-06-05 03:50:00,0.0,0.0,1053,0.0,0.0,0.0,0.0,0.0,0.0,444,20,0.0,91
2019-06-05 04:00:00,0.0,0.0,1054,0.0,0.0,0.0,0.0,0.0,0.0,442,20,0.0,42
2019-06-05 04:10:00,3.0,3.0,1046,0.0,0.0,0.0,0.0,1.0,0.0,439,20,0.0,30
2019-06-05 04:20:00,0.0,0.0,1052,0.0,0.0,0.0,0.0,0.0,0.0,439,20,0.0,87
2019-06-05 04:30:00,0.0,0.0,1061,0.0,0.0,0.0,0.0,0.0,0.0,442,20,0.0,126
2019-06-05 04:40:00,0.0,0.0,1046,0.0,0.0,0.0,0.0,0.0,0.0,441,20,0.0,21
2019-06-05 04:50:00,0.0,0.0,1067,0.0,0.0,0.0,0.0,0.0,0.0,441,20,0.0,100
2019-06-05 05:00:00,700.0,700.0,1072,0.0,0.0,0.0,1.0,67.0,0.0,441,20,0.0,33
2019-06-05 05:10:00,3667.0,3667.0,1058,0.0,0.0,0.0,0.0,1.0,8.0,439,20,0.0,31
2019-06-05 05:20:00,1.0,1.0,1057,0.0,0.0,0.0,1.0,100.0,6.0,437,20,0.0,86
2019-06-05 05:30:00,1.0,1.0,1061,0.0,0.0,0.0,276.0,4.0,5.0,440,20,0.0,74
2019-06-05 05:40:00,0.0,0.0,1070,0.0,0.0,0.0,2294.0,0.0,0.0,436,20,0.0,33
2019-06-05 05:50:00,0.0,0.0,1028,0.0,0.0,0.0,580.0,0.0,0.0,434,20,0.0,93
2019-06-05 06:00:00,0.0,0.0,1074,0.0,0.0,0.0,240.0,0.0,0.0,435,20,0.0,31
2019-06-05 06:10:00,3.0,3.0,1067,0.0,0.0,0.0,0.0,1.0,0.0,439,20,0.0,30
2019-06-05 06:20:00,0.0,0.0,1064,0.0,0.0,0.0,0.0,0.0,0.0,433,19,0.0,106
2019-06-05 06:30:00,0.0,0.0,1075,0.0,0.0,0.0,3408.0,0.0,0.0,438,20,0.0,75
