indexs,10.24.49.154,10.24.49.154,10.24.64.118,10.39.11.174,10.39.18.40,10.49.137.199,10.49.137.87,10.49.223.163,10.49.223.194,10.49.253.35,10.49.253.53,10.49.36.147,10.49.81.218
2019-06-09 00:10:00,3.0,3.0,1139,0,0,0,0,2.0,0.0,236,4,0,51
2019-06-09 00:20:00,0.0,0.0,1133,0,0,0,0,0.0,0.0,236,4,0,14
2019-06-09 00:30:00,0.0,0.0,1152,0,0,0,0,0.0,0.0,235,4,0,13
2019-06-09 00:40:00,33.0,33.0,1129,0,0,0,0,983.0,0.0,231,4,0,37
2019-06-09 00:50:00,0.0,0.0,1142,0,0,0,0,0.0,0.0,229,4,0,9
2019-06-09 01:00:00,0.0,0.0,1149,0,0,0,0,0.0,0.0,235,4,0,256
2019-06-09 01:10:00,3.0,3.0,1146,0,0,0,0,83.0,0.0,231,4,0,329
2019-06-09 01:20:00,0.0,0.0,1175,0,0,0,0,0.0,0.0,227,4,0,10
2019-06-09 01:30:00,0.0,0.0,1175,0,0,0,0,0.0,0.0,227,4,0,19
2019-06-09 01:40:00,0.0,0.0,1152,0,0,0,0,0.0,0.0,231,4,0,36
2019-06-09 01:50:00,0.0,0.0,1140,0,0,0,0,0.0,0.0,222,4,0,10
2019-06-09 02:00:00,0.0,0.0,1137,0,0,0,0,0.0,0.0,226,6,0,15
2019-06-09 02:10:00,4.0,4.0,1147,0,0,0,0,1.0,0.0,230,4,0,49
2019-06-09 02:20:00,0.0,0.0,1140,0,0,0,0,0.0,0.0,227,4,0,8
2019-06-09 02:30:00,0.0,0.0,1124,0,0,0,0,0.0,0.0,229,4,0,19
2019-06-09 02:40:00,0.0,0.0,1142,0,0,0,0,0.0,0.0,230,4,0,38
2019-06-09 02:50:00,0.0,0.0,1138,0,0,0,0,966.0,0.0,220,4,0,10
2019-06-09 03:00:00,0.0,0.0,1070,0,0,0,0,0.0,0.0,222,4,0,17
2019-06-09 03:10:00,3.0,3.0,1126,0,0,0,0,76.0,0.0,229,4,0,55
2019-06-09 03:20:00,0.0,0.0,1134,0,0,0,0,0.0,0.0,228,4,0,11
2019-06-09 03:30:00,0.0,0.0,1152,0,0,0,0,0.0,0.0,229,5,0,15
2019-06-09 03:40:00,0.0,0.0,1152,0,0,0,0,0.0,0.0,233,4,0,35
2019-06-09 03:50:00,0.0,0.0,1139,0,0,0,0,2.0,0.0,225,5,0,9
2019-06-09 04:00:00,0.0,0.0,1143,0,0,0,0,1.0,0.0,237,4,0,19
2019-06-09 04:10:00,3.0,3.0,1147,0,0,0,0,1.0,0.0,224,4,0,55
2019-06-09 04:20:00,0.0,0.0,1146,0,0,0,0,0.0,0.0,220,4,0,10
2019-06-09 04:30:00,0.0,0.0,1133,0,0,0,0,49.0,0.0,224,4,0,14
2019-06-09 04:40:00,0.0,0.0,1143,0,0,0,0,0.0,0.0,225,4,0,43
2019-06-09 04:50:00,0.0,0.0,1138,0,0,0,0,0.0,0.0,228,4,0,10
2019-06-09 05:00:00,0.0,0.0,1146,0,0,0,0,0.0,0.0,226,4,0,18
2019-06-09 05:10:00,3.0,3.0,1154,0,0,0,0,83.0,0.0,220,4,0,52
2019-06-09 05:20:00,0.0,0.0,1158,0,0,0,0,1431.0,0.0,223,4,0,10
2019-06-09 05:30:00,0.0,0.0,1166,0,0,0,0,0.0,0.0,220,4,0,18
2019-06-09 05:40:00,0.0,0.0,1144,0,0,0,0,0.0,0.0,230,4,0,40
2019-06-09 05:50:00,0.0,0.0,1150,0,0,0,0,0.0,0.0,223,4,0,8
2019-06-09 06:00:00,0.0,0.0,1150,0,0,0,0,0.0,0.0,230,4,0,14
2019-06-09 06:10:00,3.0,3.0,1128,0,0,0,0,1.0,0.0,220,4,0,14
2019-06-09 06:20:00,409.0,409.0,1130,0,0,0,0,0.0,0.0,230,4,0,51
2019-06-09 06:30:00,0.0,0.0,1350,0,0,0,0,0.0,0.0,222,5,0,16
2019-06-09 06:40:00,0.0,0.0,1136,0,0,0,0,48.0,0.0,230,4,0,44
2019-06-09 06:50:00,0.0,0.0,1142,0,0,0,0,0.0,0.0,227,4,0,12
2019-06-09 07:00:00,203.0,203.0,1141,0,0,0,0,0.0,0.0,230,6,0,16
2019-06-09 07:10:00,8.0,8.0,1143,0,0,0,0,40.0,0.0,241,4,0,13
2019-06-09 07:20:00,0.0,0.0,1133,0,0,0,0,32.0,0.0,245,4,0,49
2019-06-09 07:30:00,0.0,0.0,1154,0,0,0,0,92.0,0.0,243,4,0,15
2019-06-09 07:40:00,0.0,0.0,1150,0,0,0,0,1313.0,0.0,239,4,0,37
2019-06-09 07:50:00,0.0,0.0,1140,0,0,0,0,1056.0,0.0,245,4,0,9
2019-06-09 08:00:00,388.0,388.0,1120,0,0,0,0,30.0,0.0,250,4,0,17
2019-06-09 08:10:00,18.0,18.0,1133,0,0,0,0,1.0,0.0,252,4,0,10
2019-06-09 08:20:00,0.0,0.0,1155,0,0,0,0,54.0,0.0,254,4,0,52
2019-06-09 08:30:00,0.0,0.0,1152,0,0,0,0,0.0,0.0,265,4,0,19
2019-06-09 08:40:00,0.0,0.0,1129,0,0,0,0,0.0,0.0,268,4,0,43
2019-06-09 08:50:00,0.0,0.0,1131,0,0,0,0,0.0,1.0,264,4,0,13
2019-06-09 09:00:00,0.0,0.0,1161,0,0,0,0,0.0,0.0,274,4,0,20
2019-06-09 09:10:00,3.0,3.0,1213,0,0,0,0,29.0,0.0,275,4,0,11
2019-06-09 09:20:00,0.0,0.0,1158,0,0,0,0,154.0,812.0,283,5,0,65
2019-06-09 09:30:00,0.0,0.0,1156,0,0,0,0,43.0,0.0,275,7,0,28
2019-06-09 09:40:00,0.0,0.0,1137,0,0,0,0,0.0,1.0,278,8,0,72
2019-06-09 09:50:00,0.0,0.0,1190,0,0,0,0,0.0,0.0,289,9,0,30
2019-06-09 10:00:00,0.0,0.0,1163,0,0,0,0,0.0,0.0,299,9,0,26
2019-06-09 10:10:00,3.0,3.0,1140,0,0,0,0,25.0,0.0,303,9,0,23
2019-06-09 10:20:00,0.0,0.0,1176,0,0,0,0,28.0,818.0,302,8,0,58
2019-06-09 10:30:00,0.0,0.0,1138,0,0,0,0,0.0,1.0,309,10,0,268
2019-06-09 10:40:00,0.0,0.0,1100,0,0,0,0,0.0,0.0,305,9,0,78
2019-06-09 10:50:00,0.0,0.0,1135,0,0,0,0,0.0,1.0,307,9,0,23
2019-06-09 11:00:00,0.0,0.0,1122,0,0,0,0,0.0,0.0,306,8,0,27
2019-06-09 11:10:00,3.0,3.0,1147,0,0,0,0,1.0,0.0,311,8,0,19
2019-06-09 11:20:00,0.0,0.0,1142,0,0,0,0,81.0,1524.0,311,8,0,57
2019-06-09 11:30:00,0.0,0.0,1154,0,0,0,0,2051.0,118.0,315,9,0,32
2019-06-09 11:40:00,0.0,0.0,1152,0,0,0,0,48.0,0.0,321,8,0,88
2019-06-09 11:50:00,0.0,0.0,1161,0,0,0,0,0.0,0.0,326,8,0,17
2019-06-09 12:00:00,0.0,0.0,1157,0,0,0,0,0.0,1.0,332,9,0,25
2019-06-09 12:10:00,3.0,3.0,1181,0,0,0,0,1.0,1.0,333,8,0,20
2019-06-09 12:20:00,0.0,0.0,1181,0,0,0,0,0.0,0.0,320,8,0,60
2019-06-09 12:30:00,0.0,0.0,1151,0,0,0,0,0.0,0.0,321,8,0,35
2019-06-09 12:40:00,0.0,0.0,1150,0,0,0,0,0.0,0.0,332,9,0,82
2019-06-09 12:50:00,0.0,0.0,1152,0,0,0,0,0.0,0.0,325,8,0,21
2019-06-09 13:00:00,0.0,0.0,1232,0,0,0,0,0.0,1.0,337,8,0,27
2019-06-09 13:10:00,3.0,3.0,1147,0,0,0,0,0.0,0.0,333,8,0,26
2019-06-09 13:20:00,0.0,0.0,1146,0,0,0,0,82.0,0.0,332,8,0,60
2019-06-09 13:30:00,0.0,0.0,1161,0,0,0,0,0.0,1.0,326,8,0,26
2019-06-09 13:40:00,0.0,0.0,1194,0,0,0,0,1027.0,0.0,339,14,0,154
2019-06-09 13:50:00,0.0,0.0,1184,0,0,0,0,51.0,0.0,351,13,0,48
2019-06-09 14:00:00,0.0,0.0,1203,0,0,0,0,55.0,0.0,356,14,0,36
2019-06-09 14:10:00,3.0,3.0,1212,0,0,0,0,60.0,0.0,342,9,0,20
2019-06-09 14:20:00,0.0,0.0,1221,0,0,0,0,99.0,0.0,361,9,0,62
2019-06-09 14:30:00,0.0,0.0,1198,0,0,0,0,55.0,0.0,362,9,0,31
2019-06-09 14:40:00,0.0,0.0,1190,0,0,0,0,55.0,1.0,360,9,0,63
2019-06-09 14:50:00,0.0,0.0,1203,0,0,0,0,52.0,1.0,366,9,0,51
2019-06-09 15:00:00,0.0,0.0,1200,0,0,0,0,60.0,0.0,360,8,0,24
2019-06-09 15:10:00,3.0,3.0,1107,0,0,0,0,56.0,0.0,343,8,0,26
2019-06-09 15:20:00,0.0,0.0,1074,0,0,0,0,138.0,0.0,344,8,0,23
2019-06-09 15:30:00,0.0,0.0,1121,0,0,0,0,12.0,0.0,341,8,0,69
2019-06-09 15:40:00,0.0,0.0,1136,0,0,0,0,134.0,0.0,337,9,0,62
2019-06-09 15:50:00,0.0,0.0,1146,0,0,0,0,2109.0,0.0,339,8,0,47
2019-06-09 16:00:00,0.0,0.0,1152,0,0,0,0,52.0,0.0,342,10,0,30
2019-06-09 16:10:00,3.0,3.0,1163,0,0,0,0,6.0,0.0,340,8,0,24
2019-06-09 16:20:00,0.0,0.0,1164,0,0,0,0,50.0,1.0,335,9,0,21
2019-06-09 16:30:00,0.0,0.0,1145,0,0,0,0,0.0,0.0,344,8,0,65
2019-06-09 16:40:00,0.0,0.0,1140,0,0,0,0,0.0,0.0,339,8,0,55
2019-06-09 16:50:00,0.0,0.0,1163,0,0,0,0,0.0,0.0,332,9,0,49
2019-06-09 17:00:00,0.0,0.0,1150,0,0,0,0,0.0,0.0,338,10,0,27
2019-06-09 17:10:00,4.0,4.0,1128,0,0,0,0,1.0,0.0,328,8,0,21
2019-06-09 17:20:00,0.0,0.0,1154,0,0,0,0,70.0,0.0,322,8,0,22
2019-06-09 17:30:00,0.0,0.0,1156,0,0,0,0,65.0,0.0,327,8,0,67
2019-06-09 17:40:00,0.0,0.0,1155,0,0,0,0,0.0,0.0,326,8,0,68
2019-06-09 17:50:00,0.0,0.0,1158,0,0,0,0,0.0,0.0,323,9,0,54
2019-06-09 18:00:00,0.0,0.0,1165,0,0,0,0,965.0,0.0,324,14,0,59
2019-06-09 18:10:00,3.0,3.0,1137,0,0,0,0,22.0,0.0,323,13,0,79
2019-06-09 18:20:00,0.0,0.0,1148,0,0,0,0,0.0,0.0,318,10,0,25
2019-06-09 18:30:00,0.0,0.0,1159,0,0,0,0,0.0,0.0,316,12,0,85
2019-06-09 18:40:00,0.0,0.0,1156,0,0,0,0,50.0,0.0,321,12,0,73
2019-06-09 18:50:00,0.0,0.0,1141,0,0,0,0,0.0,0.0,315,13,0,58
2019-06-09 19:00:00,0.0,0.0,1149,0,0,0,0,0.0,1.0,324,12,0,34
2019-06-09 19:10:00,3.0,3.0,1145,0,0,0,0,1.0,0.0,306,15,0,33
2019-06-09 19:20:00,0.0,0.0,1140,0,0,0,0,76.0,0.0,293,13,0,65
