indexs,10.24.49.154,10.24.49.154,10.24.64.118,10.39.11.174,10.39.18.40,10.49.137.199,10.49.137.87,10.49.223.163,10.49.223.194,10.49.253.35,10.49.253.53,10.49.36.147,10.49.81.218
2019-06-07 00:00:00,199.0,199.0,1183,0.0,0,0.0,0.0,54.0,0.0,274,5,638.0,17
2019-06-07 00:10:00,3.0,3.0,1218,0.0,0,0.0,0.0,52.0,0.0,273,4,202.0,10
2019-06-07 00:20:00,0.0,0.0,1216,0.0,0,0.0,0.0,56.0,0.0,256,4,0.0,11
2019-06-07 00:30:00,0.0,0.0,1182,0.0,0,0.0,0.0,130.0,0.0,268,4,0.0,83
2019-06-07 00:40:00,0.0,0.0,1107,0.0,0,0.0,0.0,148.0,0.0,254,5,0.0,10
2019-06-07 00:50:00,460.0,460.0,1159,0.0,0,0.0,0.0,0.0,0.0,258,4,0.0,65
2019-06-07 01:00:00,380.0,380.0,1186,0.0,0,0.0,0.0,0.0,0.0,245,4,0.0,261
2019-06-07 01:10:00,34.0,34.0,1162,0.0,0,0.0,0.0,1.0,0.0,250,4,0.0,300
2019-06-07 01:20:00,0.0,0.0,1142,0.0,0,0.0,0.0,0.0,0.0,248,4,0.0,16
2019-06-07 01:30:00,0.0,0.0,1150,0.0,0,0.0,0.0,0.0,0.0,236,4,0.0,87
2019-06-07 01:40:00,0.0,0.0,1136,0.0,0,0.0,0.0,919.0,0.0,245,6,0.0,10
2019-06-07 01:50:00,0.0,0.0,1172,0.0,0,0.0,0.0,42.0,0.0,238,5,0.0,10
2019-06-07 02:00:00,0.0,0.0,1212,0.0,0,0.0,0.0,0.0,0.0,241,4,0.0,18
2019-06-07 02:10:00,3.0,3.0,1155,0.0,0,0.0,0.0,1.0,0.0,240,4,0.0,11
2019-06-07 02:20:00,0.0,0.0,1136,0.0,0,0.0,0.0,0.0,0.0,238,4,0.0,13
2019-06-07 02:30:00,0.0,0.0,1151,0.0,0,0.0,0.0,98.0,0.0,238,4,0.0,77
2019-06-07 02:40:00,0.0,0.0,1139,0.0,0,0.0,0.0,381.0,0.0,239,4,0.0,10
2019-06-07 02:50:00,0.0,0.0,1146,0.0,0,0.0,0.0,67.0,0.0,234,4,0.0,21
2019-06-07 03:00:00,0.0,0.0,1131,0.0,0,0.0,0.0,41.0,0.0,236,4,0.0,12
2019-06-07 03:10:00,3.0,3.0,1145,0.0,0,0.0,0.0,1.0,0.0,240,4,0.0,9
2019-06-07 03:20:00,0.0,0.0,1136,0.0,0,0.0,0.0,0.0,0.0,231,4,0.0,13
2019-06-07 03:30:00,0.0,0.0,1143,0.0,0,0.0,0.0,0.0,0.0,239,4,0.0,83
2019-06-07 03:40:00,0.0,0.0,1146,0.0,0,0.0,0.0,0.0,0.0,238,4,0.0,13
2019-06-07 03:50:00,0.0,0.0,1131,0.0,0,0.0,0.0,917.0,0.0,243,4,0.0,13
2019-06-07 04:00:00,0.0,0.0,1134,0.0,0,0.0,0.0,43.0,0.0,236,4,0.0,12
2019-06-07 04:10:00,3.0,3.0,1149,0.0,0,0.0,0.0,1.0,2.0,240,4,0.0,10
2019-06-07 04:20:00,0.0,0.0,1139,0.0,0,0.0,0.0,0.0,0.0,233,4,0.0,12
2019-06-07 04:30:00,0.0,0.0,1123,0.0,0,0.0,0.0,159.0,0.0,242,4,0.0,94
2019-06-07 04:40:00,0.0,0.0,1138,0.0,0,0.0,0.0,143.0,0.0,234,4,0.0,14
2019-06-07 04:50:00,0.0,0.0,1073,0.0,0,0.0,0.0,0.0,6.0,237,4,0.0,12
2019-06-07 05:00:00,0.0,0.0,1141,0.0,0,0.0,0.0,0.0,8.0,235,4,0.0,12
2019-06-07 05:10:00,4.0,4.0,1146,0.0,0,0.0,0.0,1.0,6.0,235,4,0.0,12
2019-06-07 05:20:00,0.0,0.0,1141,0.0,0,0.0,0.0,0.0,1.0,233,5,0.0,15
2019-06-07 05:30:00,0.0,0.0,1140,0.0,0,0.0,0.0,0.0,0.0,230,4,0.0,93
2019-06-07 05:40:00,0.0,0.0,1137,0.0,0,0.0,0.0,0.0,0.0,227,4,0.0,11
2019-06-07 05:50:00,0.0,0.0,1123,0.0,0,0.0,0.0,0.0,0.0,231,4,0.0,13
2019-06-07 06:00:00,0.0,0.0,1143,0.0,0,0.0,0.0,951.0,0.0,232,4,0.0,14
2019-06-07 06:10:00,3.0,3.0,1124,0.0,0,0.0,0.0,26.0,0.0,228,5,0.0,13
2019-06-07 06:20:00,0.0,0.0,1138,0.0,0,0.0,0.0,0.0,0.0,237,4,0.0,10
2019-06-07 06:30:00,0.0,0.0,1365,0.0,0,0.0,0.0,12.0,0.0,237,4,0.0,90
2019-06-07 06:40:00,0.0,0.0,1137,0.0,0,1352.0,0.0,211.0,0.0,243,4,0.0,11
2019-06-07 06:50:00,0.0,0.0,1143,0.0,0,2125.0,192.0,19.0,0.0,239,4,0.0,11
2019-06-07 07:00:00,0.0,0.0,1147,0.0,0,2526.0,612.0,0.0,0.0,237,4,0.0,17
2019-06-07 07:10:00,3.0,3.0,1153,0.0,0,2448.0,586.0,1.0,0.0,245,9,0.0,31
2019-06-07 07:20:00,0.0,0.0,1134,0.0,0,0.0,138.0,0.0,0.0,250,8,0.0,62
2019-06-07 07:30:00,0.0,0.0,1150,0.0,0,0.0,0.0,54.0,0.0,253,8,0.0,121
2019-06-07 07:40:00,0.0,0.0,1210,0.0,0,0.0,0.0,0.0,0.0,254,9,0.0,23
2019-06-07 07:50:00,0.0,0.0,1179,0.0,0,0.0,0.0,0.0,0.0,272,11,0.0,24
2019-06-07 08:00:00,0.0,0.0,1181,0.0,0,0.0,0.0,0.0,0.0,286,8,0.0,25
2019-06-07 08:10:00,4.0,4.0,1178,0.0,0,0.0,0.0,1.0,0.0,290,11,0.0,274
2019-06-07 08:20:00,0.0,0.0,1193,0.0,0,0.0,0.0,1072.0,0.0,299,11,0.0,76
2019-06-07 08:30:00,0.0,0.0,1199,0.0,0,0.0,0.0,0.0,0.0,310,12,0.0,97
2019-06-07 08:40:00,0.0,0.0,1186,0.0,0,0.0,0.0,177.0,0.0,329,14,0.0,114
2019-06-07 08:50:00,0.0,0.0,1158,0.0,0,0.0,0.0,75.0,0.0,337,13,0.0,33
2019-06-07 09:00:00,0.0,0.0,1220,0.0,0,0.0,0.0,36.0,0.0,349,14,0.0,29
2019-06-07 09:10:00,4.0,4.0,1178,0.0,0,0.0,0.0,17.0,2.0,356,12,0.0,42
