indexs,10.24.49.154,10.24.49.154,10.24.64.118,10.39.11.174,10.39.18.40,10.49.137.199,10.49.137.87,10.49.223.163,10.49.223.194,10.49.253.35,10.49.253.53,10.49.36.147,10.49.81.218
2019-06-08 08:00:00,0.0,0.0,1129,0.0,0.0,0,0,0.0,0.0,230,4,0,66
2019-06-08 08:10:00,4.0,4.0,1134,0.0,0.0,0,0,1.0,0.0,230,4,0,9
2019-06-08 08:20:00,0.0,0.0,1161,0.0,0.0,0,0,48.0,0.0,242,4,0,17
2019-06-08 08:30:00,0.0,0.0,1156,0.0,0.0,0,0,0.0,0.0,241,4,0,46
2019-06-08 08:40:00,0.0,0.0,1124,0.0,0.0,0,0,0.0,0.0,247,4,0,11
2019-06-08 08:50:00,0.0,0.0,1134,0.0,0.0,0,0,6.0,0.0,254,5,0,10
2019-06-08 09:00:00,0.0,0.0,1150,0.0,0.0,0,0,59.0,0.0,253,7,0,83
2019-06-08 09:10:00,3.0,3.0,1163,0.0,0.0,0,0,22.0,0.0,250,8,0,67
2019-06-08 09:20:00,0.0,0.0,1110,0.0,0.0,0,0,31.0,789.0,254,11,0,33
2019-06-08 09:30:00,0.0,0.0,1148,0.0,1.0,0,0,938.0,688.0,258,13,0,88
2019-06-08 09:40:00,0.0,0.0,1153,0.0,0.0,0,0,37.0,0.0,261,12,0,75
2019-06-08 09:50:00,0.0,0.0,1154,0.0,0.0,0,0,0.0,0.0,268,13,0,45
2019-06-08 10:00:00,0.0,0.0,1131,0.0,0.0,0,0,0.0,0.0,263,14,0,90
2019-06-08 10:10:00,3.0,3.0,1142,0.0,0.0,0,0,19.0,0.0,273,12,0,75
2019-06-08 10:20:00,0.0,0.0,1150,0.0,0.0,0,0,31.0,798.0,274,13,0,527
2019-06-08 10:30:00,0.0,0.0,1127,0.0,0.0,0,0,1.0,0.0,274,12,0,73
2019-06-08 10:40:00,0.0,0.0,1115,0.0,0.0,0,0,0.0,1.0,277,12,0,61
2019-06-08 10:50:00,0.0,0.0,1074,0.0,0.0,0,0,0.0,0.0,277,13,0,34
2019-06-08 11:00:00,0.0,0.0,1139,0.0,0.0,0,0,79.0,0.0,284,12,0,94
2019-06-08 11:10:00,3.0,3.0,1138,0.0,0.0,0,0,2.0,0.0,277,12,0,58
2019-06-08 11:20:00,0.0,0.0,1140,0.0,0.0,0,0,0.0,0.0,287,13,0,36
2019-06-08 11:30:00,0.0,0.0,1144,0.0,0.0,0,0,26.0,0.0,284,12,0,44
2019-06-08 11:40:00,0.0,0.0,1138,0.0,0.0,0,0,1108.0,501.0,289,12,0,124
2019-06-08 11:50:00,0.0,0.0,1152,0.0,0.0,0,0,93.0,0.0,292,13,0,29
2019-06-08 12:00:00,0.0,0.0,1143,0.0,0.0,0,0,54.0,0.0,287,13,0,95
2019-06-08 12:10:00,3.0,3.0,1204,0.0,0.0,0,0,57.0,0.0,297,13,0,64
2019-06-08 12:20:00,0.0,0.0,1135,0.0,0.0,0,0,54.0,0.0,302,13,0,56
2019-06-08 12:30:00,0.0,0.0,1132,0.0,0.0,0,0,45.0,0.0,292,14,0,31
2019-06-08 12:40:00,0.0,0.0,1139,0.0,0.0,0,0,46.0,0.0,299,13,0,88
2019-06-08 12:50:00,0.0,0.0,1194,0.0,0.0,0,0,53.0,0.0,318,14,0,38
2019-06-08 13:00:00,0.0,0.0,1188,0.0,0.0,0,0,100.0,0.0,319,13,0,87
2019-06-08 13:10:00,3.0,3.0,1182,7.0,0.0,0,0,1.0,0.0,314,15,0,74
2019-06-08 13:20:00,0.0,0.0,1194,0.0,0.0,0,0,0.0,0.0,323,12,0,43
2019-06-08 13:30:00,0.0,0.0,1183,0.0,0.0,0,0,0.0,0.0,319,12,0,44
2019-06-08 13:40:00,0.0,0.0,1185,0.0,0.0,0,0,50.0,0.0,325,12,0,107
2019-06-08 13:50:00,0.0,0.0,1193,0.0,0.0,0,0,1003.0,0.0,322,12,0,45
2019-06-08 14:00:00,0.0,0.0,1220,0.0,0.0,0,0,6.0,0.0,340,15,0,92
2019-06-08 14:10:00,3.0,3.0,1199,0.0,0.0,0,0,1.0,1.0,352,12,0,66
2019-06-08 14:20:00,0.0,0.0,1140,0.0,0.0,0,0,54.0,0.0,329,12,0,31
2019-06-08 14:30:00,0.0,0.0,1144,0.0,0.0,0,0,0.0,0.0,331,12,0,45
2019-06-08 14:40:00,0.0,0.0,1132,0.0,0.0,0,0,0.0,0.0,322,13,0,109
2019-06-08 14:50:00,0.0,0.0,1151,0.0,0.0,0,0,67.0,0.0,333,14,0,32
2019-06-08 15:00:00,0.0,0.0,1154,0.0,0.0,0,0,117.0,0.0,327,10,0,99
2019-06-08 15:10:00,4.0,4.0,1143,0.0,0.0,0,0,57.0,0.0,341,13,0,70
2019-06-08 15:20:00,0.0,0.0,1146,0.0,0.0,0,0,15.0,0.0,327,9,0,22
2019-06-08 15:30:00,0.0,0.0,1152,0.0,0.0,0,0,0.0,0.0,337,8,0,23
2019-06-08 15:40:00,0.0,0.0,1146,0.0,0.0,0,0,0.0,0.0,321,9,0,45
2019-06-08 15:50:00,0.0,0.0,1148,0.0,0.0,0,0,0.0,0.0,327,8,0,24
2019-06-08 16:00:00,0.0,0.0,1134,0.0,0.0,0,0,979.0,0.0,327,8,0,76
2019-06-08 16:10:00,3.0,3.0,1146,0.0,0.0,0,0,1.0,0.0,336,8,0,68
2019-06-08 16:20:00,0.0,0.0,1155,0.0,0.0,0,0,50.0,0.0,330,10,0,17
2019-06-08 16:30:00,0.0,0.0,1147,0.0,0.0,0,0,0.0,0.0,325,8,0,27
2019-06-08 16:40:00,0.0,0.0,1155,0.0,0.0,0,0,0.0,0.0,322,8,0,51
2019-06-08 16:50:00,0.0,0.0,1141,0.0,0.0,0,0,22.0,0.0,328,8,0,19
2019-06-08 17:00:00,0.0,0.0,1148,0.0,0.0,0,0,184.0,0.0,322,8,0,80
2019-06-08 17:10:00,3.0,3.0,1151,0.0,0.0,0,0,61.0,0.0,318,9,0,62
2019-06-08 17:20:00,0.0,0.0,1155,0.0,0.0,0,0,0.0,0.0,320,8,0,22
2019-06-08 17:30:00,0.0,0.0,1153,0.0,0.0,0,0,50.0,0.0,318,8,0,28
2019-06-08 17:40:00,0.0,0.0,1146,0.0,0.0,0,0,27.0,0.0,321,8,0,51
2019-06-08 17:50:00,0.0,0.0,1157,0.0,0.0,0,0,44.0,0.0,334,8,0,17
2019-06-08 18:00:00,0.0,0.0,1153,0.0,0.0,0,0,0.0,0.0,329,8,0,85
2019-06-08 18:10:00,3.0,3.0,1137,0.0,0.0,0,0,1527.0,0.0,330,8,0,67
2019-06-08 18:20:00,0.0,0.0,1155,0.0,0.0,0,0,0.0,0.0,313,8,0,17
2019-06-08 18:30:00,0.0,0.0,1143,0.0,0.0,0,0,0.0,0.0,310,9,0,26
2019-06-08 18:40:00,0.0,0.0,1149,0.0,0.0,0,0,50.0,0.0,316,8,0,52
2019-06-08 18:50:00,0.0,0.0,1141,0.0,0.0,0,0,0.0,0.0,309,8,0,25
2019-06-08 19:00:00,0.0,0.0,1152,0.0,0.0,0,0,25.0,0.0,310,8,0,81
2019-06-08 19:10:00,4.0,4.0,1139,0.0,0.0,0,0,63.0,0.0,319,8,0,69
2019-06-08 19:20:00,0.0,0.0,1160,0.0,0.0,0,0,0.0,0.0,317,8,0,16
2019-06-08 19:30:00,0.0,0.0,1142,0.0,0.0,0,0,50.0,0.0,320,8,0,24
2019-06-08 19:40:00,0.0,0.0,1153,0.0,0.0,0,0,0.0,0.0,316,8,0,57
2019-06-08 19:50:00,0.0,0.0,1153,0.0,0.0,0,0,72.0,0.0,321,8,0,20
2019-06-08 20:00:00,0.0,0.0,1155,0.0,0.0,0,0,0.0,0.0,316,8,0,77
2019-06-08 20:10:00,3.0,3.0,1145,0.0,0.0,0,0,2.0,0.0,308,9,0,71
2019-06-08 20:20:00,0.0,0.0,1135,0.0,0.0,0,0,1025.0,0.0,296,8,0,22
2019-06-08 20:30:00,0.0,0.0,1146,0.0,0.0,0,0,0.0,1.0,297,9,0,25
2019-06-08 20:40:00,0.0,0.0,1149,0.0,0.0,0,0,0.0,0.0,305,8,0,52
2019-06-08 20:50:00,0.0,0.0,1136,0.0,0.0,0,0,0.0,0.0,293,9,0,19
2019-06-08 21:00:00,0.0,0.0,1147,0.0,0.0,0,0,0.0,0.0,289,8,0,27
2019-06-08 21:10:00,3.0,3.0,1120,0.0,0.0,0,0,69.0,0.0,275,10,0,121
2019-06-08 21:20:00,0.0,0.0,1119,0.0,0.0,0,0,0.0,1.0,273,8,0,17
2019-06-08 21:30:00,0.0,0.0,1124,0.0,0.0,0,0,54.0,0.0,263,8,0,25
2019-06-08 21:40:00,0.0,0.0,1155,0.0,0.0,0,0,0.0,0.0,265,10,0,48
2019-06-08 21:50:00,0.0,0.0,1148,0.0,0.0,0,0,0.0,0.0,264,9,0,24
2019-06-08 22:00:00,0.0,0.0,1156,0.0,0.0,0,0,0.0,0.0,274,8,0,25
2019-06-08 22:10:00,4.0,4.0,1127,0.0,0.0,0,0,1.0,0.0,268,9,0,123
2019-06-08 22:20:00,0.0,0.0,1135,0.0,0.0,0,0,0.0,0.0,266,8,0,19
2019-06-08 22:30:00,0.0,0.0,1120,0.0,0.0,0,0,977.0,0.0,266,8,0,26
2019-06-08 22:40:00,0.0,0.0,1152,0.0,0.0,0,0,0.0,0.0,269,6,0,50
2019-06-08 22:50:00,0.0,0.0,1165,0.0,0.0,0,0,0.0,0.0,262,4,0,20
2019-06-08 23:00:00,0.0,0.0,1150,0.0,0.0,0,0,0.0,0.0,249,4,0,16
2019-06-08 23:10:00,3.0,3.0,1123,0.0,0.0,0,0,73.0,0.0,249,4,0,49
2019-06-08 23:20:00,1.0,1.0,1137,0.0,0.0,0,0,0.0,0.0,252,4,0,11
2019-06-08 00:00:00,0.0,0.0,1162,0.0,0.0,0,0,0.0,0.0,234,4,0,14
2019-06-08 23:30:00,0.0,0.0,1150,0.0,0.0,0,0,0.0,0.0,245,5,0,13
2019-06-08 23:40:00,0.0,0.0,1151,0.0,0.0,0,0,0.0,0.0,238,4,0,37
2019-06-08 23:50:00,0.0,0.0,1151,0.0,0.0,0,0,0.0,0.0,239,4,0,9
