indexs,10.24.49.154,10.24.49.154,10.24.64.118,10.39.11.174,10.39.18.40,10.49.137.199,10.49.137.87,10.49.223.163,10.49.223.194,10.49.253.35,10.49.253.53,10.49.36.147,10.49.81.218
2019-05-31 00:10:00,4.0,4.0,1089,0.0,200.0,0.0,0.0,50.0,0.0,372,25,1153,93
2019-05-31 00:20:00,0.0,0.0,1098,0.0,199.0,0.0,0.0,50.0,12.0,360,28,988,47
2019-05-31 00:30:00,0.0,0.0,1081,0.0,201.0,0.0,0.0,31.0,100.0,362,26,593,68
2019-05-31 00:40:00,0.0,0.0,1090,0.0,199.0,0.0,0.0,0.0,0.0,358,28,422,82
2019-05-31 00:50:00,0.0,0.0,1065,0.0,200.0,0.0,0.0,0.0,0.0,349,28,0,184
2019-05-31 01:00:00,0.0,0.0,1090,0.0,200.0,0.0,0.0,0.0,0.0,342,25,0,46
2019-05-31 01:10:00,3.0,3.0,1046,0.0,199.0,0.0,0.0,1982.0,0.0,342,24,0,64
2019-05-31 01:20:00,0.0,0.0,1070,0.0,200.0,0.0,0.0,303.0,0.0,343,24,0,31
2019-05-31 01:30:00,0.0,0.0,1031,0.0,200.0,0.0,0.0,0.0,0.0,330,24,0,66
2019-05-31 01:40:00,0.0,0.0,1068,0.0,199.0,0.0,0.0,0.0,0.0,332,24,0,85
2019-05-31 01:50:00,222.0,222.0,1023,0.0,200.0,0.0,0.0,0.0,0.0,333,24,0,665
2019-05-31 02:00:00,391.0,391.0,1078,0.0,200.0,253.0,0.0,0.0,0.0,329,24,0,399
2019-05-31 02:10:00,14.0,14.0,1085,0.0,200.0,439.0,110.0,1.0,0.0,334,24,0,454
2019-05-31 02:20:00,385.0,385.0,1079,0.0,198.0,0.0,0.0,0.0,0.0,329,24,0,43
2019-05-31 02:30:00,0.0,0.0,1117,0.0,200.0,0.0,0.0,0.0,0.0,329,24,0,36
2019-05-31 02:40:00,0.0,0.0,1094,0.0,200.0,0.0,0.0,0.0,0.0,325,24,0,116
2019-05-31 02:50:00,0.0,0.0,1078,0.0,200.0,0.0,0.0,0.0,0.0,329,24,0,150
2019-05-31 03:00:00,0.0,0.0,1092,1677.0,200.0,0.0,0.0,0.0,0.0,328,24,0,56
2019-05-31 03:10:00,3.0,3.0,1084,0.0,200.0,0.0,0.0,1.0,0.0,324,20,0,61
2019-05-31 03:20:00,0.0,0.0,1073,0.0,200.0,0.0,0.0,0.0,0.0,328,20,0,25
2019-05-31 03:30:00,0.0,0.0,1066,0.0,200.0,0.0,0.0,0.0,0.0,323,20,0,29
2019-05-31 03:40:00,0.0,0.0,1092,0.0,200.0,0.0,0.0,0.0,0.0,324,20,0,109
2019-05-31 03:50:00,0.0,0.0,1067,0.0,200.0,0.0,0.0,0.0,0.0,324,19,0,94
2019-05-31 04:00:00,0.0,0.0,1057,0.0,200.0,0.0,0.0,0.0,8.0,324,22,0,93
2019-05-31 04:10:00,3.0,3.0,1070,0.0,200.0,0.0,0.0,1.0,6.0,320,20,0,280
2019-05-31 04:20:00,0.0,0.0,1092,0.0,200.0,0.0,0.0,0.0,4.0,320,19,0,28
2019-05-31 04:30:00,0.0,0.0,1085,0.0,200.0,0.0,0.0,0.0,0.0,322,20,0,33
2019-05-31 04:40:00,0.0,0.0,1088,0.0,200.0,0.0,0.0,0.0,0.0,322,20,0,114
2019-05-31 04:50:00,0.0,0.0,1079,0.0,201.0,0.0,0.0,0.0,0.0,320,20,0,91
2019-05-31 05:00:00,0.0,0.0,1054,0.0,200.0,0.0,0.0,0.0,0.0,318,20,0,25
2019-05-31 05:10:00,3.0,3.0,1059,0.0,200.0,0.0,0.0,1.0,0.0,315,20,0,327
2019-05-31 05:20:00,0.0,0.0,1077,0.0,200.0,0.0,0.0,47.0,0.0,317,20,0,24
2019-05-31 05:30:00,0.0,0.0,1065,0.0,200.0,0.0,0.0,1.0,0.0,315,20,0,27
2019-05-31 05:40:00,0.0,0.0,1041,0.0,200.0,0.0,0.0,924.0,1.0,319,19,0,114
2019-05-31 05:50:00,0.0,0.0,1032,0.0,200.0,0.0,0.0,0.0,0.0,321,20,0,95
2019-05-31 06:00:00,0.0,0.0,1084,0.0,200.0,44.0,0.0,0.0,0.0,319,20,0,24
2019-05-31 06:10:00,3.0,3.0,1064,0.0,200.0,0.0,21.0,1.0,0.0,320,18,0,59
2019-05-31 06:20:00,0.0,0.0,1059,0.0,200.0,0.0,0.0,0.0,0.0,321,19,0,34
