indexs,10.24.49.154,10.24.49.154,10.24.64.118,10.39.11.174,10.39.18.40,10.49.137.199,10.49.137.87,10.49.223.163,10.49.223.194,10.49.253.35,10.49.253.53,10.49.36.147,10.49.81.218
2019-06-01 00:10:00,4.0,4.0,1060,0.0,0,0.0,0.0,1.0,0.0,949,16,0,96
2019-06-01 00:20:00,0.0,0.0,1067,0.0,0,0.0,0.0,0.0,1.0,429,16,27,50
2019-06-01 00:30:00,0.0,0.0,1092,0.0,0,0.0,0.0,0.0,0.0,368,16,0,32
2019-06-01 00:40:00,0.0,0.0,1085,0.0,0,0.0,0.0,0.0,0.0,362,16,0,62
2019-06-01 00:50:00,0.0,0.0,1070,0.0,0,0.0,0.0,0.0,0.0,360,16,0,147
2019-06-01 01:00:00,0.0,0.0,1077,0.0,0,0.0,0.0,20.0,0.0,361,16,0,64
2019-06-01 01:10:00,3.0,3.0,1082,0.0,0,0.0,0.0,95.0,0.0,349,14,0,52
2019-06-01 01:20:00,0.0,0.0,1078,0.0,0,1.0,0.0,143.0,0.0,342,12,0,27
2019-06-01 01:30:00,0.0,0.0,1082,0.0,0,0.0,1.0,365.0,0.0,342,12,0,23
2019-06-01 01:40:00,29.0,29.0,1070,0.0,0,0.0,0.0,100.0,0.0,335,12,0,62
2019-06-01 01:50:00,0.0,0.0,1059,0.0,0,0.0,0.0,15.0,0.0,335,12,0,58
2019-06-01 02:00:00,0.0,0.0,1034,0.0,0,0.0,0.0,0.0,0.0,329,12,0,552
2019-06-01 02:10:00,3.0,3.0,1046,0.0,0,0.0,0.0,1.0,0.0,324,12,0,313
2019-06-01 02:20:00,0.0,0.0,1073,0.0,0,0.0,0.0,0.0,0.0,324,12,0,288
2019-06-01 02:30:00,0.0,0.0,1065,0.0,0,0.0,0.0,0.0,0.0,323,12,0,29
2019-06-01 02:40:00,0.0,0.0,1088,0.0,0,0.0,0.0,0.0,0.0,322,12,0,58
2019-06-01 02:50:00,0.0,0.0,1079,0.0,0,0.0,0.0,0.0,0.0,316,12,0,59
2019-06-01 03:00:00,0.0,0.0,1095,0.0,0,0.0,0.0,0.0,0.0,320,12,0,127
2019-06-01 03:10:00,3.0,3.0,1067,0.0,0,0.0,0.0,1.0,0.0,321,12,0,58
2019-06-01 03:20:00,0.0,0.0,1048,0.0,0,0.0,0.0,0.0,0.0,318,11,0,16
2019-06-01 03:30:00,0.0,0.0,1043,0.0,0,0.0,0.0,0.0,0.0,319,12,0,27
2019-06-01 03:40:00,0.0,0.0,1054,0.0,0,0.0,0.0,0.0,0.0,318,12,0,58
2019-06-01 03:50:00,0.0,0.0,1076,0.0,0,0.0,0.0,0.0,0.0,316,12,0,64
2019-06-01 04:00:00,0.0,0.0,1068,0.0,0,0.0,0.0,0.0,8.0,321,12,0,52
2019-06-01 04:10:00,3.0,3.0,1078,0.0,0,0.0,0.0,1.0,6.0,315,12,0,59
2019-06-01 04:20:00,0.0,0.0,1071,0.0,0,0.0,0.0,0.0,4.0,314,12,0,42
