indexs,10.24.49.154,10.24.49.154,10.24.64.118,10.39.11.174,10.39.18.40,10.49.137.199,10.49.137.87,10.49.223.163,10.49.223.194,10.49.253.35,10.49.253.53,10.49.36.147,10.49.81.218
2019-06-04 00:10:00,4.0,4.0,1031,0.0,0.0,0.0,292.0,2385.0,0.0,441,26,5.0,113
2019-06-04 00:20:00,0.0,0.0,1052,0.0,0.0,0.0,1921.0,0.0,0.0,438,27,0.0,65
2019-06-04 00:30:00,0.0,0.0,1060,0.0,0.0,0.0,602.0,0.0,0.0,715,28,0.0,119
2019-06-04 00:40:00,0.0,0.0,1065,0.0,0.0,0.0,548.0,0.0,0.0,1034,28,0.0,35
2019-06-04 00:50:00,58.0,58.0,1064,0.0,0.0,0.0,161.0,0.0,0.0,999,28,0.0,168
2019-06-04 01:00:00,350.0,350.0,1058,0.0,0.0,0.0,0.0,0.0,0.0,467,28,27.0,178
2019-06-04 01:10:00,3.0,3.0,1052,0.0,0.0,0.0,0.0,1.0,0.0,430,28,0.0,80
2019-06-04 01:20:00,0.0,0.0,1053,0.0,0.0,0.0,0.0,0.0,0.0,430,28,0.0,72
2019-06-04 01:30:00,0.0,0.0,1058,0.0,0.0,0.0,0.0,0.0,0.0,421,27,0.0,31
2019-06-04 01:40:00,32.0,32.0,1061,0.0,0.0,0.0,0.0,0.0,0.0,424,28,0.0,43
2019-06-04 01:50:00,1004.0,1004.0,1047,0.0,0.0,0.0,0.0,0.0,0.0,425,28,0.0,370
2019-06-04 02:00:00,743.0,743.0,1066,0.0,0.0,0.0,0.0,0.0,0.0,425,28,0.0,1009
2019-06-04 02:10:00,909.0,909.0,1049,0.0,0.0,0.0,0.0,1.0,0.0,423,27,0.0,310
2019-06-04 02:20:00,321.0,321.0,1061,0.0,0.0,0.0,0.0,0.0,0.0,417,28,0.0,570
2019-06-04 02:30:00,0.0,0.0,1076,0.0,0.0,0.0,0.0,0.0,0.0,414,28,0.0,123
2019-06-04 02:40:00,0.0,0.0,1062,0.0,0.0,0.0,0.0,0.0,0.0,417,28,0.0,27
2019-06-04 02:50:00,0.0,0.0,1067,0.0,0.0,0.0,0.0,0.0,0.0,418,28,0.0,99
2019-06-04 03:00:00,0.0,0.0,1054,0.0,0.0,0.0,0.0,0.0,0.0,420,28,0.0,234
2019-06-04 03:10:00,3.0,3.0,1062,0.0,0.0,0.0,0.0,1.0,0.0,412,24,0.0,77
2019-06-04 03:20:00,0.0,0.0,1035,0.0,0.0,0.0,0.0,0.0,0.0,407,24,0.0,59
2019-06-04 03:30:00,0.0,0.0,1056,0.0,0.0,0.0,0.0,0.0,0.0,414,24,0.0,48
2019-06-04 03:40:00,0.0,0.0,1038,0.0,0.0,0.0,0.0,0.0,0.0,410,24,0.0,22
2019-06-04 03:50:00,0.0,0.0,1053,0.0,0.0,0.0,0.0,0.0,8.0,405,24,0.0,103
2019-06-04 04:00:00,0.0,0.0,1041,0.0,0.0,0.0,0.0,0.0,7.0,408,24,0.0,117
2019-06-04 04:10:00,3.0,3.0,1030,0.0,0.0,0.0,0.0,1.0,4.0,405,24,0.0,69
2019-06-04 04:20:00,0.0,0.0,1052,0.0,0.0,0.0,0.0,0.0,0.0,407,24,0.0,78
2019-06-04 04:30:00,0.0,0.0,1057,0.0,0.0,0.0,0.0,0.0,0.0,405,24,0.0,44
2019-06-04 04:40:00,0.0,0.0,1000,0.0,0.0,0.0,0.0,0.0,0.0,405,24,0.0,107
2019-06-04 04:50:00,0.0,0.0,1039,0.0,0.0,0.0,0.0,0.0,0.0,403,24,0.0,92
2019-06-04 05:00:00,0.0,0.0,1046,0.0,0.0,0.0,0.0,1.0,0.0,407,24,0.0,119
2019-06-04 05:10:00,3.0,3.0,1046,0.0,0.0,0.0,0.0,0.0,0.0,402,24,0.0,89
2019-06-04 05:20:00,0.0,0.0,1057,0.0,0.0,0.0,0.0,51.0,0.0,404,24,0.0,113
2019-06-04 05:30:00,0.0,0.0,1047,0.0,0.0,44.0,0.0,0.0,0.0,404,24,0.0,37
2019-06-04 05:40:00,0.0,0.0,1029,0.0,0.0,0.0,21.0,0.0,0.0,403,23,0.0,25
2019-06-04 05:50:00,0.0,0.0,1056,0.0,0.0,0.0,0.0,0.0,0.0,405,24,0.0,90
2019-06-04 06:00:00,0.0,0.0,1050,0.0,0.0,0.0,0.0,0.0,0.0,403,24,0.0,119
2019-06-04 06:10:00,3.0,3.0,1065,0.0,0.0,0.0,0.0,1.0,0.0,401,24,0.0,43
2019-06-04 06:20:00,0.0,0.0,1060,0.0,0.0,0.0,0.0,0.0,0.0,399,24,0.0,109
2019-06-04 06:30:00,0.0,0.0,1052,0.0,0.0,0.0,0.0,0.0,0.0,406,24,0.0,62
2019-06-04 06:40:00,0.0,0.0,1063,0.0,0.0,0.0,0.0,924.0,0.0,400,23,0.0,26
