record_time,uplink_length,downlink_length
2019-06-13 00:00:00,20,20
2019-06-13 00:05:00,19,19
2019-06-13 00:10:00,19,19
2019-06-13 00:15:00,20,20
2019-06-13 00:20:00,20,20
2019-06-13 00:25:00,19,19
2019-06-13 00:30:00,20,20
2019-06-13 00:35:00,18,18
2019-06-13 00:40:00,20,20
2019-06-13 00:45:00,19,19
2019-06-13 00:50:00,20,20
2019-06-13 00:55:00,19,19
2019-06-13 01:00:00,20,20
2019-06-13 01:05:00,20,20
2019-06-13 01:10:00,19,19
2019-06-13 01:15:00,20,20
2019-06-13 01:20:00,20,20
2019-06-13 01:25:00,20,20
2019-06-13 01:30:00,20,20
2019-06-13 01:35:00,20,20
2019-06-13 01:40:00,19,19
2019-06-13 01:45:00,20,20
2019-06-13 01:50:00,20,20
2019-06-13 01:55:00,19,19
2019-06-13 02:00:00,20,20
2019-06-13 02:05:00,20,20
2019-06-13 02:10:00,20,20
2019-06-13 02:15:00,20,20
2019-06-13 02:20:00,20,20
2019-06-13 02:25:00,19,19
2019-06-13 02:30:00,20,20
2019-06-13 02:35:00,20,20
2019-06-13 02:40:00,20,20
2019-06-13 02:45:00,20,20
2019-06-13 02:50:00,20,20
2019-06-13 02:55:00,20,20
2019-06-13 03:00:00,20,20
2019-06-13 03:05:00,19,19
2019-06-13 03:10:00,20,20
2019-06-13 03:15:00,20,20
2019-06-13 03:20:00,20,20
2019-06-13 03:25:00,20,20
2019-06-13 03:30:00,20,20
2019-06-13 03:35:00,20,20
2019-06-13 03:40:00,20,20
2019-06-13 03:45:00,20,20
2019-06-13 03:50:00,20,20
2019-06-13 03:55:00,20,20
2019-06-13 04:00:00,20,20
2019-06-13 04:05:00,20,20
2019-06-13 04:10:00,19,19
2019-06-13 04:15:00,20,20
2019-06-13 04:20:00,20,20
2019-06-13 04:25:00,19,19
2019-06-13 04:30:00,19,19
2019-06-13 04:35:00,20,20
2019-06-13 04:40:00,20,20
2019-06-13 04:45:00,20,20
2019-06-13 04:50:00,20,20
2019-06-13 04:55:00,19,19
2019-06-13 05:00:00,20,20
2019-06-13 05:05:00,20,20
2019-06-13 05:10:00,19,19
2019-06-13 05:15:00,20,20
2019-06-13 05:20:00,20,20
2019-06-13 05:25:00,20,20
2019-06-13 05:30:00,538,538
2019-06-13 05:35:00,20,20
2019-06-13 05:40:00,20,20
2019-06-13 05:45:00,20,20
2019-06-13 05:50:00,19,19
2019-06-13 05:55:00,20,20
2019-06-13 06:00:00,20,20
2019-06-13 06:05:00,20,20
2019-06-13 06:10:00,19,19
2019-06-13 06:15:00,20,20
2019-06-13 06:20:00,20,20
2019-06-13 06:25:00,20,20
2019-06-13 06:30:00,20,20
2019-06-13 06:35:00,20,20
2019-06-13 06:40:00,20,20
2019-06-13 06:45:00,20,20
2019-06-13 06:50:00,20,20
2019-06-13 06:55:00,20,20
2019-06-13 07:00:00,56,56
2019-06-13 07:05:00,128,128
2019-06-13 07:10:00,19,19
2019-06-13 07:15:00,20,20
2019-06-13 07:20:00,20,20
2019-06-13 07:25:00,19,19
2019-06-13 07:30:00,20,20
2019-06-13 07:35:00,3343,3343
2019-06-13 07:40:00,754,754
2019-06-13 07:45:00,20,20
2019-06-13 07:50:00,20,20
2019-06-13 07:55:00,20,20
2019-06-13 08:00:00,19,19
2019-06-13 08:05:00,20,20
2019-06-13 08:10:00,20,20
2019-06-13 08:15:00,19,19
2019-06-13 08:20:00,20,20
2019-06-13 08:25:00,19,19
2019-06-13 08:30:00,19,19
2019-06-13 08:35:00,20,20
2019-06-13 08:40:00,20,20
2019-06-13 08:45:00,20,20
2019-06-13 08:50:00,21,21
2019-06-13 08:55:00,20,20
2019-06-13 09:00:00,21,21
2019-06-13 09:05:00,20,20
2019-06-13 09:10:00,20,20
2019-06-13 09:15:00,25,25
2019-06-13 09:20:00,20,20
2019-06-13 09:25:00,20,20
2019-06-13 09:30:00,20,20
2019-06-13 09:35:00,20,20
2019-06-13 09:40:00,87,87
2019-06-13 09:45:00,59,59
2019-06-13 09:50:00,58,58
2019-06-13 09:55:00,47,47
2019-06-13 10:00:00,103,103
2019-06-13 10:05:00,28,28
2019-06-13 10:10:00,217,217
2019-06-13 10:15:00,370,370
2019-06-13 10:20:00,60,60
2019-06-13 10:25:00,18,18
2019-06-13 10:30:00,19,19
2019-06-13 10:35:00,91,91
2019-06-13 10:40:00,41,41
2019-06-13 10:45:00,97,97
2019-06-13 10:50:00,72,72
2019-06-13 10:55:00,51,51
2019-06-13 11:00:00,44,44
2019-06-13 11:05:00,43,43
2019-06-13 11:10:00,107,107
2019-06-13 11:15:00,40,40
2019-06-13 11:20:00,427,427
2019-06-13 11:25:00,101,101
2019-06-13 11:30:00,46,46
2019-06-13 11:35:00,77,77
2019-06-13 11:40:00,47,47
2019-06-13 11:45:00,101,101
2019-06-13 11:50:00,21,21
2019-06-13 11:55:00,60,60
2019-06-13 12:00:00,114,114
2019-06-13 12:05:00,21,21
2019-06-13 12:10:00,89,89
2019-06-13 12:15:00,373,373
2019-06-13 12:20:00,40,40
2019-06-13 12:25:00,20,20
2019-06-13 12:30:00,39,39
2019-06-13 12:35:00,66,66
2019-06-13 12:40:00,18,18
2019-06-13 12:45:00,20,20
2019-06-13 12:50:00,19,19
2019-06-13 12:55:00,20,20
2019-06-13 13:00:00,19,19
2019-06-13 13:05:00,20,20
2019-06-13 13:10:00,19,19
2019-06-13 13:15:00,78,78
2019-06-13 13:20:00,32,32
2019-06-13 13:25:00,139,139
2019-06-13 13:30:00,83,83
2019-06-13 13:35:00,27,27
2019-06-13 13:40:00,98,98
2019-06-13 13:45:00,27,27
2019-06-13 13:50:00,19,19
2019-06-13 13:55:00,20,20
2019-06-13 14:00:00,44,44
2019-06-13 14:05:00,18,18
2019-06-13 14:10:00,86,86
2019-06-13 14:15:00,299,299
2019-06-13 14:20:00,20,20
2019-06-13 14:25:00,28,28
2019-06-13 14:30:00,50,50
2019-06-13 14:35:00,21,21
2019-06-13 14:40:00,22,22
2019-06-13 14:45:00,50,50
2019-06-13 14:50:00,20,20
2019-06-13 14:55:00,146,146
2019-06-13 15:00:00,34,34
2019-06-13 15:05:00,25,25
2019-06-13 15:10:00,18,18
2019-06-13 15:15:00,19,19
2019-06-13 15:20:00,58,58
2019-06-13 15:25:00,116,116
2019-06-13 15:30:00,215,215
2019-06-13 15:35:00,2108,2108
2019-06-13 15:40:00,723,723
2019-06-13 15:45:00,761,761
2019-06-13 15:50:00,774,774
2019-06-13 15:55:00,72,72
2019-06-13 16:00:00,22,22
2019-06-13 16:05:00,48,48
2019-06-13 16:10:00,27,27
2019-06-13 16:15:00,47,47
2019-06-13 16:20:00,18,18
2019-06-13 16:25:00,19,19
2019-06-13 16:30:00,20,20
2019-06-13 16:35:00,20,20
2019-06-13 16:40:00,28,28
2019-06-13 16:45:00,20,20
2019-06-13 16:50:00,20,20
2019-06-13 16:55:00,20,20
2019-06-13 17:00:00,24,24
2019-06-13 17:05:00,127,127
2019-06-13 17:10:00,228,228
2019-06-13 17:15:00,1322,1322
2019-06-13 17:20:00,1842,1842
2019-06-13 17:25:00,1895,1895
2019-06-13 17:30:00,2895,2895
2019-06-13 17:35:00,3029,3029
2019-06-13 17:40:00,3783,3783
2019-06-13 17:45:00,3913,3913
2019-06-13 17:50:00,1808,1808
2019-06-13 17:55:00,2976,2976
2019-06-13 18:00:00,1550,1550
2019-06-13 18:05:00,451,451
2019-06-13 18:10:00,208,208
2019-06-13 18:15:00,156,156
2019-06-13 18:20:00,59,59
2019-06-13 18:25:00,24,24
2019-06-13 18:30:00,393,393
2019-06-13 18:35:00,1442,1442
2019-06-13 18:40:00,327,327
2019-06-13 18:45:00,348,348
2019-06-13 18:50:00,355,355
2019-06-13 18:55:00,140,140
2019-06-13 19:00:00,78,78
2019-06-13 19:05:00,39,39
2019-06-13 19:10:00,91,91
2019-06-13 19:15:00,33,33
2019-06-13 19:20:00,35,35
2019-06-13 19:25:00,40,40
2019-06-13 19:30:00,25,25
2019-06-13 19:35:00,26,26
2019-06-13 19:40:00,40,40
2019-06-13 19:45:00,162,162
2019-06-13 19:50:00,38,38
2019-06-13 19:55:00,119,119
2019-06-13 20:00:00,85,85
2019-06-13 20:05:00,93,93
2019-06-13 20:10:00,98,98
2019-06-13 20:15:00,265,265
2019-06-13 20:20:00,20,20
2019-06-13 20:25:00,81,81
2019-06-13 20:30:00,232,232
2019-06-13 20:35:00,54,54
2019-06-13 20:40:00,145,145
2019-06-13 20:45:00,1129,1129
2019-06-13 20:50:00,2365,2365
2019-06-13 20:55:00,1202,1202
2019-06-13 21:00:00,3221,3221
2019-06-13 21:05:00,2425,2425
2019-06-13 21:10:00,2023,2023
2019-06-13 21:15:00,34,34
2019-06-13 21:20:00,1245,1245
2019-06-13 21:25:00,321,321
2019-06-13 21:30:00,162,162
2019-06-13 21:35:00,98,98
2019-06-13 21:40:00,20,20
2019-06-13 21:45:00,3214,3214
2019-06-13 21:50:00,213,213
2019-06-13 21:55:00,223,223
2019-06-13 22:00:00,129,129
2019-06-13 22:05:00,131,131
2019-06-13 22:10:00,158,158
2019-06-13 22:15:00,193,193
2019-06-13 22:20:00,165,165
2019-06-13 22:25:00,149,149
2019-06-13 22:30:00,28,28
2019-06-13 22:35:00,193,193
2019-06-13 22:40:00,95,95
2019-06-13 22:45:00,19,19
2019-06-13 22:50:00,20,20
2019-06-13 22:55:00,51,51
2019-06-13 23:00:00,1294,1294
2019-06-13 23:05:00,35,35
2019-06-13 23:10:00,148,148
2019-06-13 23:15:00,30,30
2019-06-13 23:20:00,1729,1729
2019-06-13 23:25:00,2336,2336
2019-06-13 23:30:00,2913,2913
2019-06-13 23:35:00,2177,2177
2019-06-13 23:40:00,1649,1649
2019-06-13 23:45:00,756,756
2019-06-13 23:50:00,6,6
